identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total,win,secondes_notif
201,1594184597.0,07-08-2020 07:03:17,3,1,3,True,60
202,1594184610.0,07-08-2020 07:03:30,6,1,6,True,567
203,1594184620.0,07-08-2020 07:03:40,0,1,0,True,65
204,1594184630.0,07-08-2020 07:03:50,1,1,1,True,657
205,1594184640.0,07-08-2020 07:04:00,4,1,4,True,602
206,1594184649.0,07-08-2020 07:04:09,2,1,2,True,777
207,1594184656.0,07-08-2020 07:04:16,4,1,4,True,149
208,1594184664.0,07-08-2020 07:04:24,4,1,4,True,83
209,1594184670.0,07-08-2020 07:04:30,3,1,3,True,537
210,1594184678.0,07-08-2020 07:04:38,1,1,1,True,638
211,1594184685.0,07-08-2020 07:04:45,1,1,1,True,187
212,1594184689.0,07-08-2020 07:04:49,0,1,0,True,400
213,1594184701.0,07-08-2020 07:05:01,2,1,2,True,523
214,1594184709.0,07-08-2020 07:05:09,0,1,0,True,67
215,1594184716.0,07-08-2020 07:05:16,1,1,1,True,98
216,1594184727.0,07-08-2020 07:05:27,3,1,3,True,481
217,1594184735.0,07-08-2020 07:05:35,4,1,4,True,469
218,1594184750.0,07-08-2020 07:05:50,9,1,9,True,307
219,1594184760.0,07-08-2020 07:06:00,1,1,1,True,477
220,1594184771.0,07-08-2020 07:06:11,0,1,0,True,893
221,1594184779.0,07-08-2020 07:06:19,4,1,4,True,640
222,1594184783.0,07-08-2020 07:06:23,5,1,5,True,582
223,1594184787.0,07-08-2020 07:06:27,5,1,5,True,378
224,1594184793.0,07-08-2020 07:06:33,5,1,5,True,134
225,1594184797.0,07-08-2020 07:06:37,5,1,5,True,140
226,1594184811.0,07-08-2020 07:06:51,1,1,1,True,397
227,1594184818.0,07-08-2020 07:06:58,1,1,1,True,230
228,1594184822.0,07-08-2020 07:07:02,1,1,1,True,536
229,1594184834.0,07-08-2020 07:07:14,4,1,4,True,95
230,1594184843.0,07-08-2020 07:07:23,5,1,5,True,224
231,1594184850.0,07-08-2020 07:07:30,11,1,11,True,86
232,1594184857.0,07-08-2020 07:07:37,8,1,8,True,531
233,1594184864.0,07-08-2020 07:07:44,3,1,3,True,637
234,1594184876.0,07-08-2020 07:07:56,2,1,2,True,721
235,1594184882.0,07-08-2020 07:08:02,3,1,3,True,374
236,1594184889.0,07-08-2020 07:08:09,0,1,0,True,510
237,1594184896.0,07-08-2020 07:08:16,6,1,6,True,695
238,1594184900.0,07-08-2020 07:08:20,5,1,5,True,186
239,1594184908.0,07-08-2020 07:08:28,2,1,2,True,665
240,1594184912.0,07-08-2020 07:08:32,6,1,6,True,356
241,1594184920.0,07-08-2020 07:08:40,2,1,2,True,464
242,1594184925.0,07-08-2020 07:08:45,1,1,1,True,767
243,1594184933.0,07-08-2020 07:08:53,1,1,1,True,884
244,1594184943.0,07-08-2020 07:09:03,4,1,4,True,765
245,1594184951.0,07-08-2020 07:09:11,3,1,3,True,714
246,1594184956.0,07-08-2020 07:09:16,5,1,5,True,626
247,1594184964.0,07-08-2020 07:09:24,1,1,1,True,21
248,1594184978.0,07-08-2020 07:09:38,1,1,1,True,300
249,1594184986.0,07-08-2020 07:09:46,3,1,3,True,470
250,1594184995.0,07-08-2020 07:09:55,2,1,2,True,434
251,1594185007.0,07-08-2020 07:10:07,3,1,3,True,699
252,1594185015.0,07-08-2020 07:10:15,4,1,4,True,854
253,1594185025.0,07-08-2020 07:10:25,6,1,6,True,182
254,1594185037.0,07-08-2020 07:10:37,6,1,6,True,537
255,1594185045.0,07-08-2020 07:10:45,2,1,2,True,697
256,1594185053.0,07-08-2020 07:10:53,2,1,2,True,501
257,1594185059.0,07-08-2020 07:10:59,1,1,1,True,102
258,1594185071.0,07-08-2020 07:11:11,1,1,1,True,586
259,1594185084.0,07-08-2020 07:11:24,3,1,3,True,595
260,1594185092.0,07-08-2020 07:11:32,4,1,4,True,91
261,1594185108.0,07-08-2020 07:11:48,0,1,0,True,186
262,1594185110.0,07-08-2020 07:11:50,2,1,2,True,283
263,1594185118.0,07-08-2020 07:11:58,6,1,6,True,238
264,1594185125.0,07-08-2020 07:12:05,1,1,1,True,205
265,1594185135.0,07-08-2020 07:12:15,3,1,3,True,485
266,1594185143.0,07-08-2020 07:12:23,7,1,7,True,571
267,1594185148.0,07-08-2020 07:12:28,5,1,5,True,349
268,1594185153.0,07-08-2020 07:12:33,6,1,6,True,748
269,1594185164.0,07-08-2020 07:12:44,4,1,4,True,401
270,1594185168.0,07-08-2020 07:12:48,0,1,0,True,595
271,1594185183.0,07-08-2020 07:13:03,5,1,5,True,859
272,1594185189.0,07-08-2020 07:13:09,1,1,1,True,430
273,1594185198.0,07-08-2020 07:13:18,1,1,1,True,40
274,1594185208.0,07-08-2020 07:13:28,4,1,4,True,313
275,1594185221.0,07-08-2020 07:13:41,1,1,1,True,50
276,1594185231.0,07-08-2020 07:13:51,1,1,1,True,605
277,1594185240.0,07-08-2020 07:14:00,2,1,2,True,654
278,1594185250.0,07-08-2020 07:14:10,0,1,0,False,78
279,1594185261.0,07-08-2020 07:14:21,6,1,6,True,348
280,1594185273.0,07-08-2020 07:14:33,3,1,3,True,465
281,1594185282.0,07-08-2020 07:14:42,9,1,9,True,782
282,1594185293.0,07-08-2020 07:14:53,5,1,5,True,14
283,1594185304.0,07-08-2020 07:15:04,6,1,6,True,70
284,1594185315.0,07-08-2020 07:15:15,12,1,12,True,105
285,1594185325.0,07-08-2020 07:15:25,7,1,7,True,122
286,1594185336.0,07-08-2020 07:15:36,4,1,4,False,481
287,1594185344.0,07-08-2020 07:15:44,5,1,5,True,696
288,1594185362.0,07-08-2020 07:16:02,1,1,1,True,190
289,1594185372.0,07-08-2020 07:16:12,3,1,3,True,299
290,1594185381.0,07-08-2020 07:16:21,1,1,1,True,593
291,1594185395.0,07-08-2020 07:16:35,6,1,6,True,59
292,1594185401.0,07-08-2020 07:16:41,7,1,7,True,837
293,1594185417.0,07-08-2020 07:16:57,1,1,1,True,400
294,1594185425.0,07-08-2020 07:17:05,8,1,8,True,863
295,1594185429.0,07-08-2020 07:17:09,1,1,1,True,538
296,1594185444.0,07-08-2020 07:17:24,3,1,3,False,800
297,1594185449.0,07-08-2020 07:17:29,1,1,1,True,800
298,1594185456.0,07-08-2020 07:17:36,2,1,2,True,559
299,1594185468.0,07-08-2020 07:17:48,1,1,1,True,714
300,1594185480.0,07-08-2020 07:18:00,9,1,9,True,545
301,1594185492.0,07-08-2020 07:18:12,3,1,3,True,621
302,1594185499.0,07-08-2020 07:18:19,7,1,7,True,737
303,1594185508.0,07-08-2020 07:18:28,7,1,7,True,146
304,1594185515.0,07-08-2020 07:18:35,3,1,3,True,896
305,1594185519.0,07-08-2020 07:18:39,5,1,5,True,743
306,1594185524.0,07-08-2020 07:18:44,13,1,13,True,662
307,1594185533.0,07-08-2020 07:18:53,4,1,4,True,258
308,1594185541.0,07-08-2020 07:19:01,4,1,4,True,679
309,1594185550.0,07-08-2020 07:19:10,4,1,4,True,772
310,1594185560.0,07-08-2020 07:19:20,5,1,5,True,663
311,1594185575.0,07-08-2020 07:19:35,4,1,4,True,73
312,1594185582.0,07-08-2020 07:19:42,1,1,1,True,818
313,1594185591.0,07-08-2020 07:19:51,1,1,1,True,578
314,1594185611.0,07-08-2020 07:20:11,7,1,7,True,479
315,1594185618.0,07-08-2020 07:20:18,1,1,1,False,140
316,1594185629.0,07-08-2020 07:20:29,3,1,3,True,697
317,1594185639.0,07-08-2020 07:20:39,4,1,4,True,110
318,1594185652.0,07-08-2020 07:20:52,8,1,8,True,63
319,1594185656.0,07-08-2020 07:20:56,2,1,2,True,407
320,1594185668.0,07-08-2020 07:21:08,5,1,5,True,610
321,1594185677.0,07-08-2020 07:21:17,5,1,5,True,168
322,1594185691.0,07-08-2020 07:21:31,1,1,1,True,371
323,1594185702.0,07-08-2020 07:21:42,0,1,0,True,802
324,1594185711.0,07-08-2020 07:21:51,6,1,6,True,623
325,1594185720.0,07-08-2020 07:22:00,3,1,3,True,114
326,1594185730.0,07-08-2020 07:22:10,1,1,1,True,838
327,1594185743.0,07-08-2020 07:22:23,0,1,0,True,211
328,1594185754.0,07-08-2020 07:22:34,4,1,4,True,313
329,1594185762.0,07-08-2020 07:22:42,7,1,7,True,686
330,1594185777.0,07-08-2020 07:22:57,4,1,4,True,863
331,1594185790.0,07-08-2020 07:23:10,5,1,5,False,513
332,1594185804.0,07-08-2020 07:23:24,9,1,9,True,331
333,1594185811.0,07-08-2020 07:23:31,0,1,0,True,335
334,1594185822.0,07-08-2020 07:23:42,2,1,2,True,640
335,1594185836.0,07-08-2020 07:23:56,5,1,5,True,34
336,1594185842.0,07-08-2020 07:24:02,3,1,3,True,92
337,1594185848.0,07-08-2020 07:24:08,3,1,3,True,519
338,1594185862.0,07-08-2020 07:24:22,4,1,4,True,247
339,1594185866.0,07-08-2020 07:24:26,8,1,8,True,173
340,1594185873.0,07-08-2020 07:24:33,3,1,3,True,148
341,1594185882.0,07-08-2020 07:24:42,4,1,4,True,526
342,1594185894.0,07-08-2020 07:24:54,0,1,0,True,647
343,1594185905.0,07-08-2020 07:25:05,2,1,2,True,17
344,1594185918.0,07-08-2020 07:25:18,7,1,7,True,568
345,1594185926.0,07-08-2020 07:25:26,9,1,9,True,160
346,1594185931.0,07-08-2020 07:25:31,1,1,1,True,145
347,1594185944.0,07-08-2020 07:25:44,10,1,10,True,530
348,1594185953.0,07-08-2020 07:25:53,6,1,6,True,545
349,1594185962.0,07-08-2020 07:26:02,6,1,6,True,436
350,1594185971.0,07-08-2020 07:26:11,6,1,6,True,809
351,1594185986.0,07-08-2020 07:26:26,6,1,6,True,864
352,1594185998.0,07-08-2020 07:26:38,4,1,4,True,38
353,1594186006.0,07-08-2020 07:26:46,1,1,1,True,619
354,1594186021.0,07-08-2020 07:27:01,6,1,6,True,190
355,1594186034.0,07-08-2020 07:27:14,0,1,0,True,646
356,1594186045.0,07-08-2020 07:27:25,3,1,3,True,323
357,1594186055.0,07-08-2020 07:27:35,0,1,0,True,434
358,1594186065.0,07-08-2020 07:27:45,5,1,5,True,731
359,1594187039.0,07-08-2020 07:43:59,8,1,8,True,189
360,1594187055.0,07-08-2020 07:44:15,6,1,6,True,363
361,1594187070.0,07-08-2020 07:44:30,4,1,4,True,651
362,1594187078.0,07-08-2020 07:44:38,2,1,2,True,129
363,1594187095.0,07-08-2020 07:44:55,4,1,4,True,779
364,1594187109.0,07-08-2020 07:45:09,0,1,0,True,523
365,1594187122.0,07-08-2020 07:45:22,5,1,5,True,713
366,1594187131.0,07-08-2020 07:45:31,10,1,10,True,657
367,1594187141.0,07-08-2020 07:45:41,7,1,7,True,281
368,1594187153.0,07-08-2020 07:45:53,2,1,2,True,211
369,1594187163.0,07-08-2020 07:46:03,4,1,4,True,395
370,1594187180.0,07-08-2020 07:46:20,3,1,3,True,862
371,1594187195.0,07-08-2020 07:46:35,4,1,4,True,327
372,1594187206.0,07-08-2020 07:46:46,1,1,1,True,788
373,1594187218.0,07-08-2020 07:46:58,0,1,0,True,7
374,1594187229.0,07-08-2020 07:47:09,4,1,4,True,345
375,1594187239.0,07-08-2020 07:47:19,2,1,2,True,198
376,1594187249.0,07-08-2020 07:47:29,3,1,3,True,389
377,1594187269.0,07-08-2020 07:47:49,7,1,7,True,835
378,1594187278.0,07-08-2020 07:47:58,5,1,5,True,879
379,1594187295.0,07-08-2020 07:48:15,4,1,4,True,420
380,1594187304.0,07-08-2020 07:48:24,2,1,2,True,105
381,1594187317.0,07-08-2020 07:48:37,0,1,0,True,353
382,1594187328.0,07-08-2020 07:48:48,3,1,3,True,314
383,1594187333.0,07-08-2020 07:48:53,5,1,5,True,437
384,1594187347.0,07-08-2020 07:49:07,1,1,1,True,764
385,1594187358.0,07-08-2020 07:49:18,3,1,3,True,290
386,1594187371.0,07-08-2020 07:49:31,5,1,5,True,2
387,1594187383.0,07-08-2020 07:49:43,6,1,6,True,386
388,1594187397.0,07-08-2020 07:49:57,3,1,3,True,704
389,1594187409.0,07-08-2020 07:50:09,2,1,2,True,824
390,1594187421.0,07-08-2020 07:50:21,2,1,2,True,767
391,1594187433.0,07-08-2020 07:50:33,0,1,0,True,168
392,1594187445.0,07-08-2020 07:50:45,0,1,0,True,626
393,1594187458.0,07-08-2020 07:50:58,6,1,6,True,799
394,1594187477.0,07-08-2020 07:51:17,4,1,4,False,534
395,1594187486.0,07-08-2020 07:51:26,3,1,3,True,610
396,1594187500.0,07-08-2020 07:51:40,2,1,2,True,443
397,1594187513.0,07-08-2020 07:51:53,4,1,4,True,623
398,1594187523.0,07-08-2020 07:52:03,7,1,7,True,82
399,1594187535.0,07-08-2020 07:52:15,2,1,2,True,197
400,1594187549.0,07-08-2020 07:52:29,4,1,4,True,20
401,1594187566.0,07-08-2020 07:52:46,5,1,5,True,435
402,1594187575.0,07-08-2020 07:52:55,7,1,7,True,447
403,1594187589.0,07-08-2020 07:53:09,6,1,6,True,575
404,1594187603.0,07-08-2020 07:53:23,4,1,4,True,725
405,1594187617.0,07-08-2020 07:53:37,3,1,3,True,95
406,1594187628.0,07-08-2020 07:53:48,2,1,2,True,591
407,1594187642.0,07-08-2020 07:54:02,3,1,3,True,612
408,1594187662.0,07-08-2020 07:54:22,3,1,3,True,208
409,1594187675.0,07-08-2020 07:54:35,1,1,1,True,358
410,1594187692.0,07-08-2020 07:54:52,0,1,0,True,95
411,1594187711.0,07-08-2020 07:55:11,3,1,3,True,881
412,1594187724.0,07-08-2020 07:55:24,1,1,1,True,829
413,1594187734.0,07-08-2020 07:55:34,2,1,2,True,808
414,1594187755.0,07-08-2020 07:55:55,3,1,3,True,210
415,1594187768.0,07-08-2020 07:56:08,5,1,5,True,665
416,1594187781.0,07-08-2020 07:56:21,2,1,2,True,744
417,1594187795.0,07-08-2020 07:56:35,5,1,5,True,81
418,1594187804.0,07-08-2020 07:56:44,0,1,0,True,338
419,1594187817.0,07-08-2020 07:56:57,5,1,5,True,882
420,1594187836.0,07-08-2020 07:57:16,3,1,3,False,381
421,1594187852.0,07-08-2020 07:57:32,3,1,3,True,385
422,1594187859.0,07-08-2020 07:57:39,0,1,0,True,628
423,1594187873.0,07-08-2020 07:57:53,4,1,4,True,407
424,1594187889.0,07-08-2020 07:58:09,5,1,5,True,144
425,1594187905.0,07-08-2020 07:58:25,6,1,6,True,462
426,1594187916.0,07-08-2020 07:58:36,2,1,2,True,2
427,1594187927.0,07-08-2020 07:58:47,9,1,9,True,6
428,1594187938.0,07-08-2020 07:58:58,6,1,6,True,217
429,1594187951.0,07-08-2020 07:59:11,2,1,2,True,310
430,1594187965.0,07-08-2020 07:59:25,5,1,5,True,165
431,1594187977.0,07-08-2020 07:59:37,4,1,4,True,40
432,1594187989.0,07-08-2020 07:59:49,5,1,5,True,810
433,1594188004.0,07-08-2020 08:00:04,3,1,3,True,524
434,1594188023.0,07-08-2020 08:00:23,4,1,4,True,38
