ID,timestamp,timestamp_string,nb_imp,price,win,seconds_notif
44,1594267258.0,07-09-2020 06:00:58,1,1,True,294
45,1594267258.0,07-09-2020 06:00:58,9,9,True,387
46,1594267259.0,07-09-2020 06:00:59,5,5,False,257
47,1594267259.0,07-09-2020 06:00:59,3,3,True,629
48,1594267259.0,07-09-2020 06:00:59,3,3,True,7
49,1594267260.0,07-09-2020 06:01:00,3,3,True,704
50,1594267262.0,07-09-2020 06:01:02,1,1,True,687
51,1594267262.0,07-09-2020 06:01:02,2,2,True,688
52,1594267263.0,07-09-2020 06:01:03,5,5,False,41
53,1594267263.0,07-09-2020 06:01:03,1,1,True,758
54,1594267264.0,07-09-2020 06:01:04,5,5,True,367
55,1594267264.0,07-09-2020 06:01:04,1,1,True,370
56,1594267264.0,07-09-2020 06:01:04,3,3,True,801
57,1594267265.0,07-09-2020 06:01:05,4,4,True,649
58,1594267267.0,07-09-2020 06:01:07,3,3,True,497
59,1594267267.0,07-09-2020 06:01:07,5,5,True,297
60,1594267267.0,07-09-2020 06:01:07,3,3,True,807
61,1594267268.0,07-09-2020 06:01:08,0,0,True,271
62,1594267272.0,07-09-2020 06:01:12,5,5,True,606
63,1594267276.0,07-09-2020 06:01:16,0,0,True,86
64,1594267277.0,07-09-2020 06:01:17,1,1,True,78
65,1594267278.0,07-09-2020 06:01:18,4,4,True,836
66,1594267281.0,07-09-2020 06:01:21,1,1,True,811
67,1594267282.0,07-09-2020 06:01:22,2,2,True,702
68,1594267282.0,07-09-2020 06:01:22,6,6,True,49
69,1594267285.0,07-09-2020 06:01:25,4,4,True,81
70,1594267286.0,07-09-2020 06:01:26,1,1,True,223
71,1594267289.0,07-09-2020 06:01:29,8,8,True,238
72,1594267289.0,07-09-2020 06:01:29,0,0,True,49
73,1594267291.0,07-09-2020 06:01:31,4,4,True,352
74,1594267294.0,07-09-2020 06:01:34,5,5,True,52
75,1594267295.0,07-09-2020 06:01:35,7,7,False,51
76,1594267295.0,07-09-2020 06:01:35,2,2,True,650
77,1594267297.0,07-09-2020 06:01:37,2,2,True,215
78,1594267297.0,07-09-2020 06:01:37,1,1,True,688
79,1594267298.0,07-09-2020 06:01:38,4,4,True,295
80,1594267299.0,07-09-2020 06:01:39,3,3,True,849
81,1594267300.0,07-09-2020 06:01:40,2,2,True,122
82,1594267302.0,07-09-2020 06:01:42,1,1,True,733
83,1594267303.0,07-09-2020 06:01:43,3,3,True,256
84,1594267307.0,07-09-2020 06:01:47,11,11,False,383
85,1594267310.0,07-09-2020 06:01:50,0,0,True,232
86,1594267311.0,07-09-2020 06:01:51,1,1,True,356
87,1594267311.0,07-09-2020 06:01:51,0,0,True,173
88,1594267314.0,07-09-2020 06:01:54,2,2,True,48
89,1594267315.0,07-09-2020 06:01:55,3,3,True,323
90,1594267315.0,07-09-2020 06:01:55,3,3,True,885
91,1594267317.0,07-09-2020 06:01:57,1,1,True,75
92,1594267318.0,07-09-2020 06:01:58,2,2,True,151
93,1594267319.0,07-09-2020 06:01:59,5,5,True,897
94,1594267320.0,07-09-2020 06:02:00,6,6,True,10
95,1594267320.0,07-09-2020 06:02:00,5,5,True,96
96,1594267321.0,07-09-2020 06:02:01,3,3,True,259
97,1594267322.0,07-09-2020 06:02:02,1,1,True,36
98,1594267323.0,07-09-2020 06:02:03,3,3,True,444
99,1594267323.0,07-09-2020 06:02:03,4,4,True,66
100,1594267324.0,07-09-2020 06:02:04,2,2,True,763
101,1594267327.0,07-09-2020 06:02:07,0,0,True,18
102,1594267329.0,07-09-2020 06:02:09,8,8,True,755
103,1594267329.0,07-09-2020 06:02:09,2,2,True,41
104,1594267329.0,07-09-2020 06:02:09,1,1,True,550
105,1594267331.0,07-09-2020 06:02:11,1,1,False,101
106,1594267333.0,07-09-2020 06:02:13,5,5,True,727
107,1594267334.0,07-09-2020 06:02:14,1,1,True,9
108,1594267336.0,07-09-2020 06:02:16,4,4,True,324
109,1594267337.0,07-09-2020 06:02:17,5,5,True,289
110,1594267339.0,07-09-2020 06:02:19,6,6,True,725
111,1594267339.0,07-09-2020 06:02:19,3,3,True,244
112,1594267340.0,07-09-2020 06:02:20,4,4,True,409
113,1594267342.0,07-09-2020 06:02:22,7,7,True,867
114,1594267343.0,07-09-2020 06:02:23,5,5,True,286
115,1594267343.0,07-09-2020 06:02:23,3,3,True,833
116,1594267345.0,07-09-2020 06:02:25,4,4,True,850
117,1594267346.0,07-09-2020 06:02:26,5,5,True,708
118,1594267347.0,07-09-2020 06:02:27,1,1,True,876
119,1594267350.0,07-09-2020 06:02:30,2,2,True,670
120,1594267351.0,07-09-2020 06:02:31,4,4,True,202
121,1594267352.0,07-09-2020 06:02:32,1,1,True,82
122,1594268338.0,07-09-2020 06:18:58,9,9,True,466
123,1594268341.0,07-09-2020 06:19:01,3,3,False,870
124,1594268350.0,07-09-2020 06:19:10,3,3,True,590
125,1594268352.0,07-09-2020 06:19:12,3,3,True,815
126,1594268355.0,07-09-2020 06:19:15,4,4,True,799
127,1594268360.0,07-09-2020 06:19:20,2,2,True,250
128,1594268365.0,07-09-2020 06:19:25,5,5,True,853
129,1594268367.0,07-09-2020 06:19:27,1,1,True,500
130,1594268371.0,07-09-2020 06:19:31,3,3,True,341
131,1594268378.0,07-09-2020 06:19:38,1,1,True,333
132,1594268387.0,07-09-2020 06:19:47,0,0,True,590
133,1594268391.0,07-09-2020 06:19:51,2,2,True,275
134,1594268395.0,07-09-2020 06:19:55,9,9,True,22
135,1594268400.0,07-09-2020 06:20:00,0,0,True,633
136,1594268402.0,07-09-2020 06:20:02,4,4,True,601
137,1594268409.0,07-09-2020 06:20:09,9,9,True,155
138,1594268415.0,07-09-2020 06:20:15,3,3,True,401
139,1594268418.0,07-09-2020 06:20:18,3,3,True,547
140,1594268423.0,07-09-2020 06:20:23,0,0,True,147
141,1594268430.0,07-09-2020 06:20:30,4,4,True,627
142,1594268438.0,07-09-2020 06:20:38,5,5,True,881
143,1594268443.0,07-09-2020 06:20:43,1,1,True,144
144,1594268448.0,07-09-2020 06:20:48,5,5,True,69
145,1594268451.0,07-09-2020 06:20:51,6,6,True,859
146,1594268455.0,07-09-2020 06:20:55,3,3,True,237
147,1594268456.0,07-09-2020 06:20:56,4,4,True,798
148,1594268463.0,07-09-2020 06:21:03,5,5,True,246
149,1594268466.0,07-09-2020 06:21:06,3,3,True,339
150,1594268468.0,07-09-2020 06:21:08,2,2,True,18
151,1594268475.0,07-09-2020 06:21:15,4,4,True,697
152,1594268479.0,07-09-2020 06:21:19,6,6,True,393
153,1594268482.0,07-09-2020 06:21:22,5,5,True,354
154,1594268485.0,07-09-2020 06:21:25,5,5,True,683
155,1594268491.0,07-09-2020 06:21:31,4,4,True,836
156,1594268498.0,07-09-2020 06:21:38,0,0,True,246
157,1594268501.0,07-09-2020 06:21:41,2,2,True,592
158,1594268505.0,07-09-2020 06:21:45,0,0,True,898
159,1594268508.0,07-09-2020 06:21:48,5,5,True,748
160,1594268511.0,07-09-2020 06:21:51,4,4,True,536
161,1594268517.0,07-09-2020 06:21:57,2,2,True,606
162,1594268523.0,07-09-2020 06:22:03,1,1,True,588
163,1594268529.0,07-09-2020 06:22:09,9,9,True,738
164,1594268536.0,07-09-2020 06:22:16,6,6,True,580
165,1594268543.0,07-09-2020 06:22:23,7,7,True,640
166,1594268549.0,07-09-2020 06:22:29,3,3,True,628
167,1594268552.0,07-09-2020 06:22:32,7,7,True,281
168,1594268556.0,07-09-2020 06:22:36,1,1,True,376
169,1594268557.0,07-09-2020 06:22:37,1,1,True,521
170,1594268562.0,07-09-2020 06:22:42,2,2,True,298
171,1594268566.0,07-09-2020 06:22:46,1,1,True,232
172,1594268573.0,07-09-2020 06:22:53,7,7,True,686
173,1594268578.0,07-09-2020 06:22:58,5,5,True,774
174,1594268581.0,07-09-2020 06:23:01,3,3,True,796
175,1594268586.0,07-09-2020 06:23:06,6,6,True,170
176,1594268588.0,07-09-2020 06:23:08,9,9,True,810
177,1594268590.0,07-09-2020 06:23:10,10,10,True,899
178,1594268597.0,07-09-2020 06:23:17,1,1,True,4
179,1594268605.0,07-09-2020 06:23:25,6,6,True,19
180,1594268608.0,07-09-2020 06:23:28,0,0,True,150
181,1594268613.0,07-09-2020 06:23:33,1,1,True,611
182,1594268617.0,07-09-2020 06:23:37,1,1,True,570
183,1594268623.0,07-09-2020 06:23:43,0,0,True,645
184,1594268628.0,07-09-2020 06:23:48,1,1,True,758
185,1594268632.0,07-09-2020 06:23:52,2,2,True,818
186,1594268639.0,07-09-2020 06:23:59,0,0,False,792
187,1594268641.0,07-09-2020 06:24:01,2,2,True,295
188,1594268645.0,07-09-2020 06:24:05,2,2,True,258
189,1594268649.0,07-09-2020 06:24:09,5,5,True,10
190,1594268653.0,07-09-2020 06:24:13,3,3,True,45
191,1594268659.0,07-09-2020 06:24:19,3,3,True,400
192,1594268664.0,07-09-2020 06:24:24,13,13,True,90
193,1594268669.0,07-09-2020 06:24:29,0,0,True,701
194,1594268676.0,07-09-2020 06:24:36,4,4,True,822
195,1594268676.0,07-09-2020 06:24:36,4,4,True,852
196,1594268680.0,07-09-2020 06:24:40,1,1,True,897
197,1594268683.0,07-09-2020 06:24:43,3,3,True,786
198,1594268689.0,07-09-2020 06:24:49,3,3,True,693
199,1594268693.0,07-09-2020 06:24:53,8,8,True,73
200,1594268697.0,07-09-2020 06:24:57,8,8,True,783
201,1594268705.0,07-09-2020 06:25:05,4,4,True,16
202,1594268710.0,07-09-2020 06:25:10,6,6,True,852
203,1594268713.0,07-09-2020 06:25:13,1,1,True,92
204,1594268715.0,07-09-2020 06:25:15,4,4,True,852
205,1594268720.0,07-09-2020 06:25:20,5,5,True,730
206,1594268725.0,07-09-2020 06:25:25,3,3,True,222
207,1594268729.0,07-09-2020 06:25:29,3,3,True,188
208,1594268732.0,07-09-2020 06:25:32,1,1,True,717
209,1594268732.0,07-09-2020 06:25:32,4,4,False,600
210,1594268734.0,07-09-2020 06:25:34,3,3,True,766
211,1594268738.0,07-09-2020 06:25:38,6,6,False,35
212,1594268747.0,07-09-2020 06:25:47,5,5,True,693
213,1594268756.0,07-09-2020 06:25:56,5,5,True,389
214,1594268763.0,07-09-2020 06:26:03,9,9,True,334
215,1594268768.0,07-09-2020 06:26:08,1,1,True,844
216,1594268772.0,07-09-2020 06:26:12,9,9,True,527
217,1594268775.0,07-09-2020 06:26:15,3,3,True,667
218,1594268783.0,07-09-2020 06:26:23,3,3,False,414
219,1594268786.0,07-09-2020 06:26:26,4,4,True,308
220,1594268789.0,07-09-2020 06:26:29,5,5,True,807
221,1594268793.0,07-09-2020 06:26:33,6,6,True,641
222,1594268799.0,07-09-2020 06:26:39,4,4,True,488
223,1594268805.0,07-09-2020 06:26:45,3,3,True,333
224,1594268812.0,07-09-2020 06:26:52,0,0,True,269
225,1594268816.0,07-09-2020 06:26:56,0,0,True,888
226,1594268826.0,07-09-2020 06:27:06,4,4,True,189
227,1594268832.0,07-09-2020 06:27:12,5,5,True,291
228,1594268834.0,07-09-2020 06:27:14,3,3,True,141
229,1594268839.0,07-09-2020 06:27:19,3,3,True,815
230,1594268844.0,07-09-2020 06:27:24,3,3,True,754
231,1594268850.0,07-09-2020 06:27:30,1,1,True,449
232,1594268856.0,07-09-2020 06:27:36,6,6,True,588
233,1594268859.0,07-09-2020 06:27:39,2,2,True,427
234,1594268863.0,07-09-2020 06:27:43,3,3,True,143
235,1594268865.0,07-09-2020 06:27:45,9,9,True,482
236,1594268868.0,07-09-2020 06:27:48,1,1,True,226
237,1594268871.0,07-09-2020 06:27:51,3,3,True,349
238,1594268875.0,07-09-2020 06:27:55,1,1,True,870
239,1594268877.0,07-09-2020 06:27:57,0,0,True,813
240,1594268882.0,07-09-2020 06:28:02,10,10,False,857
241,1594268883.0,07-09-2020 06:28:03,2,2,True,833
242,1594268888.0,07-09-2020 06:28:08,3,3,True,640
243,1594268890.0,07-09-2020 06:28:10,3,3,True,461
244,1594268900.0,07-09-2020 06:28:20,4,4,True,598
245,1594268904.0,07-09-2020 06:28:24,5,5,True,835
246,1594268911.0,07-09-2020 06:28:31,0,0,True,729
247,1594268916.0,07-09-2020 06:28:36,3,3,True,357
248,1594268919.0,07-09-2020 06:28:39,4,4,True,823
249,1594268927.0,07-09-2020 06:28:47,10,10,True,138
250,1594268929.0,07-09-2020 06:28:49,3,3,True,270
251,1594268934.0,07-09-2020 06:28:54,0,0,True,398
252,1594268940.0,07-09-2020 06:29:00,3,3,True,550
253,1594268945.0,07-09-2020 06:29:05,3,3,True,271
254,1594268952.0,07-09-2020 06:29:12,2,2,True,387
255,1594268959.0,07-09-2020 06:29:19,2,2,True,692
256,1594268965.0,07-09-2020 06:29:25,6,6,True,341
257,1594268972.0,07-09-2020 06:29:32,5,5,True,399
258,1594268978.0,07-09-2020 06:29:38,2,2,True,48
259,1594268986.0,07-09-2020 06:29:46,3,3,True,307
260,1594268992.0,07-09-2020 06:29:52,2,2,True,127
261,1594268996.0,07-09-2020 06:29:56,1,1,True,800
262,1594269002.0,07-09-2020 06:30:02,0,0,True,590
263,1594269006.0,07-09-2020 06:30:06,4,4,True,133
264,1594269011.0,07-09-2020 06:30:11,6,6,True,752
265,1594269016.0,07-09-2020 06:30:16,4,4,True,517
266,1594269022.0,07-09-2020 06:30:22,0,0,True,761
267,1594269027.0,07-09-2020 06:30:27,9,9,True,809
268,1594269032.0,07-09-2020 06:30:32,6,6,True,152
269,1594269039.0,07-09-2020 06:30:39,6,6,True,451
270,1594269042.0,07-09-2020 06:30:42,9,9,True,554
271,1594269047.0,07-09-2020 06:30:47,1,1,True,69
272,1594269053.0,07-09-2020 06:30:53,5,5,True,389
273,1594269058.0,07-09-2020 06:30:58,4,4,True,215
274,1594269060.0,07-09-2020 06:31:00,2,2,True,280
275,1594269067.0,07-09-2020 06:31:07,3,3,True,321
276,1594269072.0,07-09-2020 06:31:12,1,1,True,725
277,1594269081.0,07-09-2020 06:31:21,6,6,True,369
278,1594269084.0,07-09-2020 06:31:24,3,3,True,626
279,1594269090.0,07-09-2020 06:31:30,2,2,True,803
280,1594269096.0,07-09-2020 06:31:36,3,3,True,251
281,1594269101.0,07-09-2020 06:31:41,0,0,True,28
282,1594269106.0,07-09-2020 06:31:46,2,2,True,589
283,1594269112.0,07-09-2020 06:31:52,1,1,False,55
284,1594269119.0,07-09-2020 06:31:59,3,3,False,286
285,1594269122.0,07-09-2020 06:32:02,3,3,True,592
286,1594269130.0,07-09-2020 06:32:10,1,1,True,213
287,1594269138.0,07-09-2020 06:32:18,7,7,True,184
288,1594269145.0,07-09-2020 06:32:25,0,0,True,310
289,1594269153.0,07-09-2020 06:32:33,8,8,True,284
290,1594269159.0,07-09-2020 06:32:39,6,6,True,835
291,1594269169.0,07-09-2020 06:32:49,3,3,True,239
292,1594269174.0,07-09-2020 06:32:54,5,5,True,475
293,1594269178.0,07-09-2020 06:32:58,0,0,True,699
294,1594270233.0,07-09-2020 06:50:33,9,9,True,392
295,1594270243.0,07-09-2020 06:50:43,4,4,True,665
296,1594270253.0,07-09-2020 06:50:53,1,1,True,427
297,1594270261.0,07-09-2020 06:51:01,4,4,True,560
298,1594270275.0,07-09-2020 06:51:15,9,9,True,343
299,1594270285.0,07-09-2020 06:51:25,0,0,True,10
300,1594270292.0,07-09-2020 06:51:32,8,8,True,487
301,1594270301.0,07-09-2020 06:51:41,0,0,True,122
302,1594270312.0,07-09-2020 06:51:52,3,3,True,578
303,1594270322.0,07-09-2020 06:52:02,2,2,True,285
304,1594270334.0,07-09-2020 06:52:14,5,5,True,11
305,1594270348.0,07-09-2020 06:52:28,0,0,True,14
306,1594270355.0,07-09-2020 06:52:35,0,0,True,382
307,1594270361.0,07-09-2020 06:52:41,8,8,True,153
308,1594270370.0,07-09-2020 06:52:50,7,7,True,14
309,1594270375.0,07-09-2020 06:52:55,3,3,True,706
310,1594270389.0,07-09-2020 06:53:09,2,2,True,57
311,1594270397.0,07-09-2020 06:53:17,7,7,True,244
312,1594270406.0,07-09-2020 06:53:26,5,5,True,850
313,1594270417.0,07-09-2020 06:53:37,1,1,True,822
314,1594270432.0,07-09-2020 06:53:52,1,1,True,54
315,1594270447.0,07-09-2020 06:54:07,3,3,True,72
316,1594270457.0,07-09-2020 06:54:17,3,3,True,440
317,1594270468.0,07-09-2020 06:54:28,1,1,True,418
318,1594270477.0,07-09-2020 06:54:37,2,2,False,790
319,1594270485.0,07-09-2020 06:54:45,5,5,True,220
320,1594270494.0,07-09-2020 06:54:54,1,1,True,751
321,1594270498.0,07-09-2020 06:54:58,1,1,True,495
322,1594270507.0,07-09-2020 06:55:07,1,1,True,468
323,1594270516.0,07-09-2020 06:55:16,5,5,True,139
324,1594270521.0,07-09-2020 06:55:21,7,7,True,530
325,1594270529.0,07-09-2020 06:55:29,2,2,True,360
326,1594270536.0,07-09-2020 06:55:36,7,7,True,842
327,1594270547.0,07-09-2020 06:55:47,3,3,True,221
328,1594270561.0,07-09-2020 06:56:01,4,4,True,823
329,1594270573.0,07-09-2020 06:56:13,0,0,True,633
330,1594270578.0,07-09-2020 06:56:18,3,3,True,272
331,1594270589.0,07-09-2020 06:56:29,0,0,True,134
332,1594270595.0,07-09-2020 06:56:35,0,0,True,403
333,1594270603.0,07-09-2020 06:56:43,2,2,True,900
334,1594270611.0,07-09-2020 06:56:51,3,3,True,134
335,1594270624.0,07-09-2020 06:57:04,7,7,True,356
336,1594270633.0,07-09-2020 06:57:13,4,4,True,471
337,1594270644.0,07-09-2020 06:57:24,5,5,True,413
338,1594270658.0,07-09-2020 06:57:38,0,0,True,225
339,1594270667.0,07-09-2020 06:57:47,4,4,True,157
340,1594270674.0,07-09-2020 06:57:54,10,10,True,379
341,1594270682.0,07-09-2020 06:58:02,0,0,True,608
342,1594270687.0,07-09-2020 06:58:07,3,3,True,374
343,1594270690.0,07-09-2020 06:58:10,3,3,True,180
344,1594270703.0,07-09-2020 06:58:23,6,6,True,300
345,1594270707.0,07-09-2020 06:58:27,5,5,True,231
346,1594270718.0,07-09-2020 06:58:38,4,4,True,789
347,1594270722.0,07-09-2020 06:58:42,3,3,True,605
348,1594270735.0,07-09-2020 06:58:55,8,8,True,671
349,1594270742.0,07-09-2020 06:59:02,4,4,True,141
350,1594270752.0,07-09-2020 06:59:12,10,10,True,445
351,1594270761.0,07-09-2020 06:59:21,6,6,True,227
352,1594270768.0,07-09-2020 06:59:28,4,4,True,627
353,1594270778.0,07-09-2020 06:59:38,6,6,True,456
354,1594270790.0,07-09-2020 06:59:50,1,1,True,86
355,1594270798.0,07-09-2020 06:59:58,4,4,True,424
356,1594270807.0,07-09-2020 07:00:07,2,2,True,320
357,1594270811.0,07-09-2020 07:00:11,4,4,True,512
358,1594270824.0,07-09-2020 07:00:24,6,6,True,682
359,1594270830.0,07-09-2020 07:00:30,2,2,True,529
360,1594270836.0,07-09-2020 07:00:36,3,3,True,557
361,1594270842.0,07-09-2020 07:00:42,4,4,True,107
362,1594270851.0,07-09-2020 07:00:51,0,0,True,620
363,1594270852.0,07-09-2020 07:00:52,3,3,True,777
364,1594270863.0,07-09-2020 07:01:03,2,2,True,14
365,1594270876.0,07-09-2020 07:01:16,9,9,True,458
366,1594270884.0,07-09-2020 07:01:24,2,2,True,58
367,1594270891.0,07-09-2020 07:01:31,3,3,True,667
368,1594270896.0,07-09-2020 07:01:36,9,9,True,157
369,1594270905.0,07-09-2020 07:01:45,10,10,True,244
370,1594270912.0,07-09-2020 07:01:52,3,3,True,512
371,1594270925.0,07-09-2020 07:02:05,5,5,False,485
372,1594270935.0,07-09-2020 07:02:15,4,4,True,886
373,1594270945.0,07-09-2020 07:02:25,2,2,True,678
374,1594270954.0,07-09-2020 07:02:34,1,1,True,551
375,1594270963.0,07-09-2020 07:02:43,2,2,False,37
376,1594270971.0,07-09-2020 07:02:51,8,8,False,309
377,1594270977.0,07-09-2020 07:02:57,7,7,True,631
378,1594270988.0,07-09-2020 07:03:08,3,3,True,825
379,1594270999.0,07-09-2020 07:03:19,4,4,True,562
380,1594271010.0,07-09-2020 07:03:30,1,1,True,518
381,1594271020.0,07-09-2020 07:03:40,4,4,False,654
382,1594271032.0,07-09-2020 07:03:52,8,8,True,363
383,1594271044.0,07-09-2020 07:04:04,0,0,True,99
384,1594271049.0,07-09-2020 07:04:09,2,2,True,295
385,1594271059.0,07-09-2020 07:04:19,2,2,True,453
386,1594271072.0,07-09-2020 07:04:32,0,0,True,343
387,1594271085.0,07-09-2020 07:04:45,1,1,True,117
388,1594271100.0,07-09-2020 07:05:00,4,4,True,120
389,1594271112.0,07-09-2020 07:05:12,6,6,True,869
390,1594271120.0,07-09-2020 07:05:20,8,8,True,888
391,1594271133.0,07-09-2020 07:05:33,4,4,True,258
392,1594271146.0,07-09-2020 07:05:46,7,7,False,131
393,1594271152.0,07-09-2020 07:05:52,4,4,True,379
394,1594271165.0,07-09-2020 07:06:05,7,7,True,413
395,1594271178.0,07-09-2020 07:06:18,2,2,True,492
396,1594271189.0,07-09-2020 07:06:29,4,4,True,877
397,1594271195.0,07-09-2020 07:06:35,2,2,True,121
398,1594271201.0,07-09-2020 07:06:41,1,1,True,103
399,1594271212.0,07-09-2020 07:06:52,2,2,True,439
400,1594271223.0,07-09-2020 07:07:03,4,4,True,573
401,1594271239.0,07-09-2020 07:07:19,6,6,True,58
402,1594271249.0,07-09-2020 07:07:29,6,6,True,549
403,1594271268.0,07-09-2020 07:07:48,6,6,True,719
404,1594271278.0,07-09-2020 07:07:58,2,2,True,544
405,1594271293.0,07-09-2020 07:08:13,2,2,True,400
406,1594271305.0,07-09-2020 07:08:25,6,6,True,722
407,1594271316.0,07-09-2020 07:08:36,6,6,True,42
408,1594271328.0,07-09-2020 07:08:48,12,12,True,77
409,1594271341.0,07-09-2020 07:09:01,2,2,True,284
410,1594271353.0,07-09-2020 07:09:13,4,4,True,65
411,1594271367.0,07-09-2020 07:09:27,3,3,True,634
412,1594271378.0,07-09-2020 07:09:38,2,2,True,355
413,1594271395.0,07-09-2020 07:09:55,2,2,True,77
414,1594271404.0,07-09-2020 07:10:04,6,6,True,207
415,1594271410.0,07-09-2020 07:10:10,3,3,True,218
416,1594271420.0,07-09-2020 07:10:20,2,2,False,665
417,1594271432.0,07-09-2020 07:10:32,6,6,True,761
418,1594271443.0,07-09-2020 07:10:43,0,0,True,556
419,1594271453.0,07-09-2020 07:10:53,10,10,True,271
420,1594271458.0,07-09-2020 07:10:58,1,1,True,396
421,1594271469.0,07-09-2020 07:11:09,11,11,True,623
422,1594271477.0,07-09-2020 07:11:17,0,0,True,551
423,1594271488.0,07-09-2020 07:11:28,9,9,True,698
424,1594271498.0,07-09-2020 07:11:38,3,3,True,648
425,1594271510.0,07-09-2020 07:11:50,7,7,False,750
426,1594271521.0,07-09-2020 07:12:01,3,3,True,353
427,1594271531.0,07-09-2020 07:12:11,3,3,True,867
428,1594271542.0,07-09-2020 07:12:22,7,7,True,357
429,1594271552.0,07-09-2020 07:12:32,1,1,True,314
430,1594271561.0,07-09-2020 07:12:41,5,5,True,334
431,1594271572.0,07-09-2020 07:12:52,3,3,True,465
432,1594271592.0,07-09-2020 07:13:12,5,5,True,556
433,1594271602.0,07-09-2020 07:13:22,3,3,True,788
434,1594271617.0,07-09-2020 07:13:37,6,6,True,852
435,1594271633.0,07-09-2020 07:13:53,4,4,True,21
436,1594271647.0,07-09-2020 07:14:07,0,0,True,821
437,1594271664.0,07-09-2020 07:14:24,3,3,True,302
438,1594271674.0,07-09-2020 07:14:34,7,7,True,647
439,1594271687.0,07-09-2020 07:14:47,2,2,True,717
440,1594271710.0,07-09-2020 07:15:10,3,3,True,149
441,1594271721.0,07-09-2020 07:15:21,2,2,True,180
442,1594271731.0,07-09-2020 07:15:31,3,3,True,632
443,1594271740.0,07-09-2020 07:15:40,5,5,True,828
444,1594271748.0,07-09-2020 07:15:48,6,6,True,793
445,1594271763.0,07-09-2020 07:16:03,8,8,True,191
446,1594271772.0,07-09-2020 07:16:12,3,3,True,212
447,1594271780.0,07-09-2020 07:16:20,2,2,True,173
448,1594271795.0,07-09-2020 07:16:35,2,2,True,857
449,1594271809.0,07-09-2020 07:16:49,3,3,True,772
450,1594271825.0,07-09-2020 07:17:05,1,1,True,218
451,1594271839.0,07-09-2020 07:17:19,2,2,True,838
452,1594271858.0,07-09-2020 07:17:38,6,6,True,609
453,1594271868.0,07-09-2020 07:17:48,3,3,True,891
454,1594271875.0,07-09-2020 07:17:55,4,4,True,749
455,1594271890.0,07-09-2020 07:18:10,2,2,True,399
456,1594271903.0,07-09-2020 07:18:23,5,5,True,509
457,1594271918.0,07-09-2020 07:18:38,2,2,True,522
458,1594271930.0,07-09-2020 07:18:50,3,3,True,65
459,1594271937.0,07-09-2020 07:18:57,4,4,True,856
460,1594271949.0,07-09-2020 07:19:09,1,1,True,534
461,1594271963.0,07-09-2020 07:19:23,7,7,True,283
462,1594271982.0,07-09-2020 07:19:42,1,1,True,620
463,1594271992.0,07-09-2020 07:19:52,5,5,True,593
464,1594272006.0,07-09-2020 07:20:06,8,8,True,511
