identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total
50,1594009176.0,07-06-2020 06:19:36,1,1,1
51,1594009178.0,07-06-2020 06:19:38,2,1,2
52,1594009179.0,07-06-2020 06:19:39,2,1,2
53,1594010158.0,07-06-2020 06:35:58,2,1,2
54,1594010165.0,07-06-2020 06:36:05,5,1,5
55,1594010169.0,07-06-2020 06:36:09,2,1,2
56,1594010170.0,07-06-2020 06:36:10,8,1,8
57,1594010174.0,07-06-2020 06:36:14,3,1,3
58,1594010176.0,07-06-2020 06:36:16,1,1,1
59,1594010183.0,07-06-2020 06:36:23,0,1,0
60,1594010187.0,07-06-2020 06:36:27,2,1,2
61,1594010198.0,07-06-2020 06:36:38,0,1,0
62,1594010207.0,07-06-2020 06:36:47,0,1,0
63,1594010213.0,07-06-2020 06:36:53,1,1,1
64,1594010216.0,07-06-2020 06:36:56,5,1,5
65,1594010222.0,07-06-2020 06:37:02,7,1,7
66,1594010224.0,07-06-2020 06:37:04,5,1,5
67,1594010228.0,07-06-2020 06:37:08,4,1,4
68,1594010232.0,07-06-2020 06:37:12,3,1,3
69,1594010240.0,07-06-2020 06:37:20,4,1,4
70,1594010244.0,07-06-2020 06:37:24,3,1,3
71,1594010250.0,07-06-2020 06:37:30,9,1,9
72,1594010254.0,07-06-2020 06:37:34,3,1,3
73,1594010262.0,07-06-2020 06:37:42,2,1,2
74,1594010270.0,07-06-2020 06:37:50,2,1,2
75,1594010271.0,07-06-2020 06:37:51,0,1,0
76,1594010277.0,07-06-2020 06:37:57,1,1,1
77,1594010284.0,07-06-2020 06:38:04,2,1,2
78,1594010286.0,07-06-2020 06:38:06,2,1,2
79,1594010286.0,07-06-2020 06:38:06,7,1,7
80,1594010296.0,07-06-2020 06:38:16,2,1,2
81,1594011287.0,07-06-2020 06:54:47,5,1,5
82,1594011291.0,07-06-2020 06:54:51,2,1,2
83,1594011301.0,07-06-2020 06:55:01,1,1,1
84,1594011303.0,07-06-2020 06:55:03,4,1,4
85,1594011308.0,07-06-2020 06:55:08,0,1,0
86,1594011310.0,07-06-2020 06:55:10,3,1,3
87,1594011314.0,07-06-2020 06:55:14,0,1,0
88,1594011323.0,07-06-2020 06:55:23,2,1,2
89,1594011331.0,07-06-2020 06:55:31,2,1,2
90,1594011337.0,07-06-2020 06:55:37,4,1,4
91,1594011344.0,07-06-2020 06:55:44,1,1,1
92,1594011349.0,07-06-2020 06:55:49,0,1,0
93,1594012331.0,07-06-2020 07:12:11,3,1,3
94,1594012335.0,07-06-2020 07:12:15,1,1,1
95,1594012347.0,07-06-2020 07:12:27,0,1,0
96,1594012354.0,07-06-2020 07:12:34,6,1,6
97,1594012364.0,07-06-2020 07:12:44,4,1,4
98,1594012370.0,07-06-2020 07:12:50,6,1,6
99,1594012377.0,07-06-2020 07:12:57,4,1,4
100,1594012387.0,07-06-2020 07:13:07,3,1,3
101,1594012400.0,07-06-2020 07:13:20,2,1,2
102,1594012412.0,07-06-2020 07:13:32,2,1,2
103,1594012418.0,07-06-2020 07:13:38,1,1,1
104,1594012431.0,07-06-2020 07:13:51,3,1,3
105,1594012439.0,07-06-2020 07:13:59,3,1,3
106,1594012452.0,07-06-2020 07:14:12,1,1,1
107,1594012459.0,07-06-2020 07:14:19,2,1,2
108,1594012467.0,07-06-2020 07:14:27,0,1,0
109,1594012480.0,07-06-2020 07:14:40,2,1,2
110,1594012486.0,07-06-2020 07:14:46,0,1,0
111,1594012494.0,07-06-2020 07:14:54,5,1,5
112,1594012506.0,07-06-2020 07:15:06,3,1,3
113,1594012511.0,07-06-2020 07:15:11,0,1,0
114,1594012523.0,07-06-2020 07:15:23,2,1,2
115,1594012532.0,07-06-2020 07:15:32,2,1,2
116,1594012543.0,07-06-2020 07:15:43,6,1,6
117,1594012555.0,07-06-2020 07:15:55,2,1,2
118,1594012563.0,07-06-2020 07:16:03,7,1,7
119,1594012575.0,07-06-2020 07:16:15,6,1,6
120,1594012588.0,07-06-2020 07:16:28,1,1,1
121,1594012595.0,07-06-2020 07:16:35,3,1,3
122,1594012600.0,07-06-2020 07:16:40,1,1,1
123,1594012609.0,07-06-2020 07:16:49,2,1,2
124,1594012616.0,07-06-2020 07:16:56,5,1,5
125,1594012626.0,07-06-2020 07:17:06,9,1,9
126,1594012642.0,07-06-2020 07:17:22,1,1,1
127,1594012653.0,07-06-2020 07:17:33,4,1,4
128,1594012659.0,07-06-2020 07:17:39,6,1,6
129,1594012669.0,07-06-2020 07:17:49,0,1,0
130,1594012674.0,07-06-2020 07:17:54,4,1,4
131,1594012682.0,07-06-2020 07:18:02,8,1,8
132,1594012692.0,07-06-2020 07:18:12,3,1,3
133,1594012697.0,07-06-2020 07:18:17,3,1,3
134,1594012702.0,07-06-2020 07:18:22,2,1,2
135,1594012711.0,07-06-2020 07:18:31,2,1,2
136,1594012719.0,07-06-2020 07:18:39,2,1,2
137,1594012727.0,07-06-2020 07:18:47,1,1,1
138,1594012734.0,07-06-2020 07:18:54,2,1,2
139,1594012741.0,07-06-2020 07:19:01,9,1,9
140,1594012747.0,07-06-2020 07:19:07,3,1,3
141,1594012756.0,07-06-2020 07:19:16,6,1,6
142,1594012763.0,07-06-2020 07:19:23,2,1,2
143,1594012772.0,07-06-2020 07:19:32,6,1,6
144,1594012777.0,07-06-2020 07:19:37,3,1,3
145,1594012791.0,07-06-2020 07:19:51,3,1,3
146,1594012801.0,07-06-2020 07:20:01,3,1,3
147,1594012810.0,07-06-2020 07:20:10,3,1,3
148,1594012826.0,07-06-2020 07:20:26,3,1,3
149,1594012833.0,07-06-2020 07:20:33,1,1,1
150,1594012837.0,07-06-2020 07:20:37,0,1,0
151,1594012844.0,07-06-2020 07:20:44,3,1,3
152,1594012857.0,07-06-2020 07:20:57,6,1,6
153,1594012867.0,07-06-2020 07:21:07,3,1,3
154,1594012879.0,07-06-2020 07:21:19,2,1,2
155,1594012887.0,07-06-2020 07:21:27,9,1,9
156,1594012902.0,07-06-2020 07:21:42,3,1,3
157,1594012911.0,07-06-2020 07:21:51,11,1,11
158,1594012922.0,07-06-2020 07:22:02,1,1,1
159,1594012934.0,07-06-2020 07:22:14,0,1,0
160,1594012938.0,07-06-2020 07:22:18,2,1,2
161,1594012949.0,07-06-2020 07:22:29,5,1,5
162,1594012955.0,07-06-2020 07:22:35,4,1,4
163,1594012964.0,07-06-2020 07:22:44,3,1,3
164,1594012977.0,07-06-2020 07:22:57,3,1,3
165,1594012984.0,07-06-2020 07:23:04,2,1,2
166,1594012996.0,07-06-2020 07:23:16,2,1,2
167,1594013006.0,07-06-2020 07:23:26,0,1,0
168,1594013018.0,07-06-2020 07:23:38,1,1,1
169,1594013032.0,07-06-2020 07:23:52,3,1,3
170,1594013038.0,07-06-2020 07:23:58,1,1,1
171,1594013046.0,07-06-2020 07:24:06,0,1,0
172,1594013059.0,07-06-2020 07:24:19,6,1,6
173,1594013074.0,07-06-2020 07:24:34,3,1,3
174,1594013084.0,07-06-2020 07:24:44,3,1,3
175,1594013089.0,07-06-2020 07:24:49,9,1,9
176,1594013096.0,07-06-2020 07:24:56,8,1,8
177,1594013102.0,07-06-2020 07:25:02,4,1,4
178,1594013110.0,07-06-2020 07:25:10,0,1,0
179,1594013127.0,07-06-2020 07:25:27,3,1,3
180,1594013136.0,07-06-2020 07:25:36,3,1,3
181,1594013145.0,07-06-2020 07:25:45,8,1,8
182,1594013159.0,07-06-2020 07:25:59,0,1,0
183,1594013176.0,07-06-2020 07:26:16,1,1,1
184,1594013184.0,07-06-2020 07:26:24,5,1,5
185,1594013202.0,07-06-2020 07:26:42,8,1,8
186,1594013212.0,07-06-2020 07:26:52,3,1,3
187,1594013216.0,07-06-2020 07:26:56,5,1,5
188,1594013229.0,07-06-2020 07:27:09,2,1,2
189,1594013241.0,07-06-2020 07:27:21,7,1,7
190,1594013252.0,07-06-2020 07:27:32,3,1,3
191,1594013261.0,07-06-2020 07:27:41,4,1,4
192,1594013267.0,07-06-2020 07:27:47,5,1,5
193,1594013276.0,07-06-2020 07:27:56,3,1,3
194,1594013284.0,07-06-2020 07:28:04,3,1,3
195,1594013295.0,07-06-2020 07:28:15,2,1,2
196,1594013308.0,07-06-2020 07:28:28,8,1,8
197,1594013319.0,07-06-2020 07:28:39,1,1,1
198,1594013326.0,07-06-2020 07:28:46,1,1,1
199,1594013338.0,07-06-2020 07:28:58,1,1,1
200,1594013346.0,07-06-2020 07:29:06,6,1,6
201,1594013363.0,07-06-2020 07:29:23,4,1,4
202,1594013374.0,07-06-2020 07:29:34,0,1,0
203,1594013389.0,07-06-2020 07:29:49,2,1,2
204,1594013396.0,07-06-2020 07:29:56,5,1,5
205,1594013409.0,07-06-2020 07:30:09,1,1,1
206,1594013422.0,07-06-2020 07:30:22,6,1,6
207,1594013429.0,07-06-2020 07:30:29,4,1,4
208,1594013442.0,07-06-2020 07:30:42,3,1,3
209,1594013454.0,07-06-2020 07:30:54,6,1,6
210,1594013466.0,07-06-2020 07:31:06,2,1,2
211,1594013478.0,07-06-2020 07:31:18,2,1,2
212,1594013491.0,07-06-2020 07:31:31,1,1,1
213,1594013500.0,07-06-2020 07:31:40,2,1,2
214,1594013512.0,07-06-2020 07:31:52,5,1,5
215,1594013525.0,07-06-2020 07:32:05,10,1,10
216,1594013536.0,07-06-2020 07:32:16,3,1,3
217,1594013550.0,07-06-2020 07:32:30,2,1,2
218,1594013567.0,07-06-2020 07:32:47,3,1,3
219,1594013580.0,07-06-2020 07:33:00,5,1,5
220,1594013589.0,07-06-2020 07:33:09,3,1,3
221,1594013597.0,07-06-2020 07:33:17,3,1,3
222,1594013607.0,07-06-2020 07:33:27,3,1,3
223,1594013619.0,07-06-2020 07:33:39,2,1,2
224,1594013635.0,07-06-2020 07:33:55,5,1,5
225,1594013652.0,07-06-2020 07:34:12,1,1,1
226,1594013664.0,07-06-2020 07:34:24,5,1,5
227,1594013673.0,07-06-2020 07:34:33,1,1,1
228,1594013686.0,07-06-2020 07:34:46,1,1,1
229,1594013701.0,07-06-2020 07:35:01,3,1,3
230,1594013720.0,07-06-2020 07:35:20,7,1,7
231,1594013727.0,07-06-2020 07:35:27,6,1,6
232,1594013739.0,07-06-2020 07:35:39,0,1,0
233,1594013755.0,07-06-2020 07:35:55,3,1,3
234,1594013770.0,07-06-2020 07:36:10,8,1,8
235,1594013779.0,07-06-2020 07:36:19,3,1,3
236,1594013785.0,07-06-2020 07:36:25,5,1,5
237,1594013795.0,07-06-2020 07:36:35,4,1,4
238,1594013806.0,07-06-2020 07:36:46,2,1,2
239,1594013819.0,07-06-2020 07:36:59,8,1,8
240,1594013830.0,07-06-2020 07:37:10,1,1,1
241,1594013844.0,07-06-2020 07:37:24,0,1,0
242,1594013855.0,07-06-2020 07:37:35,1,1,1
243,1594013869.0,07-06-2020 07:37:49,2,1,2
244,1594013882.0,07-06-2020 07:38:02,1,1,1
245,1594013888.0,07-06-2020 07:38:08,2,1,2
246,1594013897.0,07-06-2020 07:38:17,1,1,1
247,1594013913.0,07-06-2020 07:38:33,3,1,3
248,1594013919.0,07-06-2020 07:38:39,2,1,2
249,1594013939.0,07-06-2020 07:38:59,5,1,5
250,1594013948.0,07-06-2020 07:39:08,3,1,3
251,1594013955.0,07-06-2020 07:39:15,1,1,1
252,1594013979.0,07-06-2020 07:39:39,6,1,6
253,1594013993.0,07-06-2020 07:39:53,2,1,2
254,1594014005.0,07-06-2020 07:40:05,1,1,1
255,1594014009.0,07-06-2020 07:40:09,4,1,4
256,1594014017.0,07-06-2020 07:40:17,0,1,0
257,1594014031.0,07-06-2020 07:40:31,1,1,1
258,1594014043.0,07-06-2020 07:40:43,3,1,3
259,1594014050.0,07-06-2020 07:40:50,1,1,1
260,1594014065.0,07-06-2020 07:41:05,0,1,0
261,1594014072.0,07-06-2020 07:41:12,7,1,7
262,1594014078.0,07-06-2020 07:41:18,0,1,0
263,1594014088.0,07-06-2020 07:41:28,0,1,0
264,1594014101.0,07-06-2020 07:41:41,7,1,7
265,1594014110.0,07-06-2020 07:41:50,6,1,6
266,1594014127.0,07-06-2020 07:42:07,1,1,1
267,1594014137.0,07-06-2020 07:42:17,12,1,12
268,1594014148.0,07-06-2020 07:42:28,3,1,3
269,1594014161.0,07-06-2020 07:42:41,5,1,5
270,1594014167.0,07-06-2020 07:42:47,1,1,1
271,1594014175.0,07-06-2020 07:42:55,3,1,3
272,1594014181.0,07-06-2020 07:43:01,2,1,2
273,1594014195.0,07-06-2020 07:43:15,2,1,2
274,1594014201.0,07-06-2020 07:43:21,3,1,3
275,1594014217.0,07-06-2020 07:43:37,6,1,6
276,1594014230.0,07-06-2020 07:43:50,3,1,3
277,1594014241.0,07-06-2020 07:44:01,0,1,0
278,1594014249.0,07-06-2020 07:44:09,1,1,1
279,1594014269.0,07-06-2020 07:44:29,4,1,4
280,1594014290.0,07-06-2020 07:44:50,2,1,2
281,1594014304.0,07-06-2020 07:45:04,5,1,5
282,1594014317.0,07-06-2020 07:45:17,2,1,2
283,1594014324.0,07-06-2020 07:45:24,5,1,5
284,1594014331.0,07-06-2020 07:45:31,5,1,5
285,1594014338.0,07-06-2020 07:45:38,1,1,1
286,1594014351.0,07-06-2020 07:45:51,2,1,2
287,1594014361.0,07-06-2020 07:46:01,1,1,1
288,1594014376.0,07-06-2020 07:46:16,2,1,2
289,1594014388.0,07-06-2020 07:46:28,4,1,4
290,1594014397.0,07-06-2020 07:46:37,11,1,11
291,1594014410.0,07-06-2020 07:46:50,1,1,1
292,1594014423.0,07-06-2020 07:47:03,0,1,0
293,1594014429.0,07-06-2020 07:47:09,2,1,2
294,1594014441.0,07-06-2020 07:47:21,3,1,3
295,1594014458.0,07-06-2020 07:47:38,0,1,0
296,1594014472.0,07-06-2020 07:47:52,1,1,1
297,1594014491.0,07-06-2020 07:48:11,2,1,2
298,1594014504.0,07-06-2020 07:48:24,7,1,7
299,1594014518.0,07-06-2020 07:48:38,9,1,9
300,1594014527.0,07-06-2020 07:48:47,7,1,7
301,1594014539.0,07-06-2020 07:48:59,11,1,11
302,1594015487.0,07-06-2020 08:04:47,3,1,3
303,1594015497.0,07-06-2020 08:04:57,5,1,5
304,1594015513.0,07-06-2020 08:05:13,6,1,6
305,1594015521.0,07-06-2020 08:05:21,1,1,1
306,1594015534.0,07-06-2020 08:05:34,9,1,9
307,1594015553.0,07-06-2020 08:05:53,1,1,1
308,1594015570.0,07-06-2020 08:06:10,2,1,2
309,1594015587.0,07-06-2020 08:06:27,4,1,4
310,1594015603.0,07-06-2020 08:06:43,1,1,1
311,1594015615.0,07-06-2020 08:06:55,1,1,1
312,1594015626.0,07-06-2020 08:07:06,8,1,8
313,1594015644.0,07-06-2020 08:07:24,7,1,7
314,1594015659.0,07-06-2020 08:07:39,2,1,2
315,1594015681.0,07-06-2020 08:08:01,3,1,3
316,1594015695.0,07-06-2020 08:08:15,2,1,2
317,1594015715.0,07-06-2020 08:08:35,2,1,2
318,1594015735.0,07-06-2020 08:08:55,2,1,2
319,1594015752.0,07-06-2020 08:09:12,0,1,0
320,1594015766.0,07-06-2020 08:09:26,2,1,2
321,1594015777.0,07-06-2020 08:09:37,2,1,2
322,1594015791.0,07-06-2020 08:09:51,3,1,3
323,1594015808.0,07-06-2020 08:10:08,2,1,2
324,1594015822.0,07-06-2020 08:10:22,0,1,0
325,1594015837.0,07-06-2020 08:10:37,6,1,6
326,1594015852.0,07-06-2020 08:10:52,3,1,3
327,1594015863.0,07-06-2020 08:11:03,0,1,0
328,1594015871.0,07-06-2020 08:11:11,4,1,4
329,1594015886.0,07-06-2020 08:11:26,8,1,8
330,1594015899.0,07-06-2020 08:11:39,4,1,4
331,1594015918.0,07-06-2020 08:11:58,7,1,7
332,1594015932.0,07-06-2020 08:12:12,3,1,3
333,1594015946.0,07-06-2020 08:12:26,5,1,5
334,1594015964.0,07-06-2020 08:12:44,2,1,2
335,1594015979.0,07-06-2020 08:12:59,3,1,3
336,1594015991.0,07-06-2020 08:13:11,1,1,1
337,1594016005.0,07-06-2020 08:13:25,6,1,6
338,1594016023.0,07-06-2020 08:13:43,0,1,0
339,1594016034.0,07-06-2020 08:13:54,8,1,8
340,1594016049.0,07-06-2020 08:14:09,1,1,1
341,1594016065.0,07-06-2020 08:14:25,1,1,1
342,1594016082.0,07-06-2020 08:14:42,2,1,2
343,1594016096.0,07-06-2020 08:14:56,0,1,0
344,1594016109.0,07-06-2020 08:15:09,2,1,2
345,1594016121.0,07-06-2020 08:15:21,8,1,8
346,1594016136.0,07-06-2020 08:15:36,8,1,8
347,1594016154.0,07-06-2020 08:15:54,3,1,3
348,1594016165.0,07-06-2020 08:16:05,4,1,4
349,1594016183.0,07-06-2020 08:16:23,0,1,0
350,1594016207.0,07-06-2020 08:16:47,10,1,10
351,1594016218.0,07-06-2020 08:16:58,5,1,5
352,1594016244.0,07-06-2020 08:17:24,5,1,5
353,1594016260.0,07-06-2020 08:17:40,7,1,7
354,1594016276.0,07-06-2020 08:17:56,2,1,2
355,1594016289.0,07-06-2020 08:18:09,0,1,0
356,1594016298.0,07-06-2020 08:18:18,0,1,0
357,1594016317.0,07-06-2020 08:18:37,2,1,2
358,1594016326.0,07-06-2020 08:18:46,5,1,5
359,1594016338.0,07-06-2020 08:18:58,6,1,6
360,1594016354.0,07-06-2020 08:19:14,3,1,3
361,1594016373.0,07-06-2020 08:19:33,4,1,4
362,1594016390.0,07-06-2020 08:19:50,7,1,7
363,1594016404.0,07-06-2020 08:20:04,0,1,0
364,1594016420.0,07-06-2020 08:20:20,4,1,4
365,1594016432.0,07-06-2020 08:20:32,1,1,1
366,1594016442.0,07-06-2020 08:20:42,5,1,5
367,1594016456.0,07-06-2020 08:20:56,4,1,4
368,1594016478.0,07-06-2020 08:21:18,7,1,7
369,1594016487.0,07-06-2020 08:21:27,5,1,5
370,1594016499.0,07-06-2020 08:21:39,6,1,6
371,1594016516.0,07-06-2020 08:21:56,7,1,7
372,1594016530.0,07-06-2020 08:22:10,3,1,3
373,1594016546.0,07-06-2020 08:22:26,4,1,4
374,1594016564.0,07-06-2020 08:22:44,5,1,5
375,1594016579.0,07-06-2020 08:22:59,3,1,3
376,1594016594.0,07-06-2020 08:23:14,4,1,4
377,1594016614.0,07-06-2020 08:23:34,1,1,1
378,1594016627.0,07-06-2020 08:23:47,7,1,7
379,1594016640.0,07-06-2020 08:24:00,3,1,3
380,1594016656.0,07-06-2020 08:24:16,6,1,6
381,1594016679.0,07-06-2020 08:24:39,2,1,2
382,1594016691.0,07-06-2020 08:24:51,4,1,4
383,1594016708.0,07-06-2020 08:25:08,2,1,2
384,1594016728.0,07-06-2020 08:25:28,2,1,2
385,1594016743.0,07-06-2020 08:25:43,2,1,2
386,1594016759.0,07-06-2020 08:25:59,3,1,3
387,1594016774.0,07-06-2020 08:26:14,4,1,4
388,1594016793.0,07-06-2020 08:26:33,3,1,3
389,1594016815.0,07-06-2020 08:26:55,1,1,1
390,1594016834.0,07-06-2020 08:27:14,5,1,5
391,1594016846.0,07-06-2020 08:27:26,3,1,3
392,1594016863.0,07-06-2020 08:27:43,7,1,7
393,1594016876.0,07-06-2020 08:27:56,3,1,3
394,1594016895.0,07-06-2020 08:28:15,3,1,3
395,1594016909.0,07-06-2020 08:28:29,1,1,1
396,1594016932.0,07-06-2020 08:28:52,0,1,0
397,1594016950.0,07-06-2020 08:29:10,1,1,1
398,1594016969.0,07-06-2020 08:29:29,0,1,0
399,1594016984.0,07-06-2020 08:29:44,6,1,6
400,1594016996.0,07-06-2020 08:29:56,0,1,0
401,1594017016.0,07-06-2020 08:30:16,4,1,4
402,1594017034.0,07-06-2020 08:30:34,0,1,0
403,1594017051.0,07-06-2020 08:30:51,2,1,2
404,1594017070.0,07-06-2020 08:31:10,1,1,1
405,1594017089.0,07-06-2020 08:31:29,1,1,1
406,1594017106.0,07-06-2020 08:31:46,5,1,5
407,1594017120.0,07-06-2020 08:32:00,3,1,3
408,1594017141.0,07-06-2020 08:32:21,1,1,1
409,1594017156.0,07-06-2020 08:32:36,2,1,2
410,1594017178.0,07-06-2020 08:32:58,3,1,3
411,1594017197.0,07-06-2020 08:33:17,5,1,5
412,1594017210.0,07-06-2020 08:33:30,4,1,4
413,1594017231.0,07-06-2020 08:33:51,0,1,0
414,1594017245.0,07-06-2020 08:34:05,4,1,4
415,1594017259.0,07-06-2020 08:34:19,4,1,4
416,1594017285.0,07-06-2020 08:34:45,2,1,2
417,1594017303.0,07-06-2020 08:35:03,6,1,6
418,1594017324.0,07-06-2020 08:35:24,2,1,2
419,1594017338.0,07-06-2020 08:35:38,6,1,6
420,1594017354.0,07-06-2020 08:35:54,9,1,9
421,1594017366.0,07-06-2020 08:36:06,2,1,2
422,1594017383.0,07-06-2020 08:36:23,1,1,1
423,1594017399.0,07-06-2020 08:36:39,8,1,8
424,1594017412.0,07-06-2020 08:36:52,8,1,8
425,1594017432.0,07-06-2020 08:37:12,3,1,3
426,1594017446.0,07-06-2020 08:37:26,1,1,1
427,1594017464.0,07-06-2020 08:37:44,0,1,0
428,1594017478.0,07-06-2020 08:37:58,5,1,5
429,1594017490.0,07-06-2020 08:38:10,9,1,9
430,1594017513.0,07-06-2020 08:38:33,3,1,3
431,1594017529.0,07-06-2020 08:38:49,1,1,1
432,1594017546.0,07-06-2020 08:39:06,5,1,5
433,1594017567.0,07-06-2020 08:39:27,3,1,3
434,1594017582.0,07-06-2020 08:39:42,5,1,5
435,1594017602.0,07-06-2020 08:40:02,2,1,2
436,1594017623.0,07-06-2020 08:40:23,3,1,3
437,1594017643.0,07-06-2020 08:40:43,5,1,5
438,1594017663.0,07-06-2020 08:41:03,6,1,6
439,1594017675.0,07-06-2020 08:41:15,1,1,1
440,1594017695.0,07-06-2020 08:41:35,3,1,3
441,1594017716.0,07-06-2020 08:41:56,4,1,4
442,1594017736.0,07-06-2020 08:42:16,4,1,4
443,1594017765.0,07-06-2020 08:42:45,5,1,5
444,1594017792.0,07-06-2020 08:43:12,3,1,3
445,1594017812.0,07-06-2020 08:43:32,1,1,1
446,1594017826.0,07-06-2020 08:43:46,4,1,4
447,1594017853.0,07-06-2020 08:44:13,1,1,1
448,1594017873.0,07-06-2020 08:44:33,3,1,3
449,1594017894.0,07-06-2020 08:44:54,1,1,1
450,1594017916.0,07-06-2020 08:45:16,8,1,8
451,1594017934.0,07-06-2020 08:45:34,3,1,3
452,1594017960.0,07-06-2020 08:46:00,0,1,0
453,1594017973.0,07-06-2020 08:46:13,3,1,3
454,1594017983.0,07-06-2020 08:46:23,2,1,2
455,1594018001.0,07-06-2020 08:46:41,3,1,3
456,1594018012.0,07-06-2020 08:46:52,9,1,9
457,1594018026.0,07-06-2020 08:47:06,4,1,4
458,1594018038.0,07-06-2020 08:47:18,5,1,5
459,1594018061.0,07-06-2020 08:47:41,1,1,1
460,1594018083.0,07-06-2020 08:48:03,3,1,3
461,1594018108.0,07-06-2020 08:48:28,5,1,5
462,1594018124.0,07-06-2020 08:48:44,1,1,1
463,1594018144.0,07-06-2020 08:49:04,3,1,3
464,1594018159.0,07-06-2020 08:49:19,0,1,0
465,1594018186.0,07-06-2020 08:49:46,2,1,2
466,1594018212.0,07-06-2020 08:50:12,4,1,4
467,1594018237.0,07-06-2020 08:50:37,5,1,5
468,1594018251.0,07-06-2020 08:50:51,1,1,1
469,1594018267.0,07-06-2020 08:51:07,0,1,0
470,1594018285.0,07-06-2020 08:51:25,0,1,0
471,1594018294.0,07-06-2020 08:51:34,2,1,2
472,1594018321.0,07-06-2020 08:52:01,2,1,2
473,1594018338.0,07-06-2020 08:52:18,13,1,13
474,1594018352.0,07-06-2020 08:52:32,3,1,3
475,1594018370.0,07-06-2020 08:52:50,10,1,10
476,1594018390.0,07-06-2020 08:53:10,10,1,10
477,1594018400.0,07-06-2020 08:53:20,2,1,2
478,1594018422.0,07-06-2020 08:53:42,0,1,0
479,1594018442.0,07-06-2020 08:54:02,4,1,4
480,1594018453.0,07-06-2020 08:54:13,6,1,6
481,1594018469.0,07-06-2020 08:54:29,1,1,1
482,1594018481.0,07-06-2020 08:54:41,1,1,1
483,1594018500.0,07-06-2020 08:55:00,1,1,1
484,1594018514.0,07-06-2020 08:55:14,6,1,6
485,1594018529.0,07-06-2020 08:55:29,3,1,3
486,1594018550.0,07-06-2020 08:55:50,2,1,2
487,1594018574.0,07-06-2020 08:56:14,2,1,2
488,1594018595.0,07-06-2020 08:56:35,3,1,3
489,1594018614.0,07-06-2020 08:56:54,5,1,5
490,1594018637.0,07-06-2020 08:57:17,1,1,1
491,1594018659.0,07-06-2020 08:57:39,5,1,5
492,1594018681.0,07-06-2020 08:58:01,2,1,2
493,1594018706.0,07-06-2020 08:58:26,5,1,5
494,1594018722.0,07-06-2020 08:58:42,1,1,1
495,1594018744.0,07-06-2020 08:59:04,10,1,10
496,1594018768.0,07-06-2020 08:59:28,0,1,0
497,1594018790.0,07-06-2020 08:59:50,5,1,5
