ID,weekday,timestamp,timestamp_string,nb_imp,price,win,seconds_notif
107,4,1594353716.0,07-10-2020 06:01:56,1,1,True,272
108,4,1594353717.0,07-10-2020 06:01:57,4,4,True,367
109,4,1594353717.0,07-10-2020 06:01:57,0,0,True,283
110,4,1594353717.0,07-10-2020 06:01:57,4,4,True,243
111,4,1594353719.0,07-10-2020 06:01:59,5,5,True,653
112,4,1594353720.0,07-10-2020 06:02:00,2,2,True,751
113,4,1594353721.0,07-10-2020 06:02:01,5,5,True,556
114,4,1594353721.0,07-10-2020 06:02:01,5,5,True,706
115,4,1594353723.0,07-10-2020 06:02:03,3,3,True,133
116,4,1594353723.0,07-10-2020 06:02:03,2,2,True,635
117,4,1594353726.0,07-10-2020 06:02:06,3,3,True,306
118,4,1594353727.0,07-10-2020 06:02:07,2,2,True,570
119,4,1594353727.0,07-10-2020 06:02:07,4,4,True,175
120,4,1594353727.0,07-10-2020 06:02:07,6,6,True,754
121,4,1594353728.0,07-10-2020 06:02:08,5,5,True,460
122,4,1594353729.0,07-10-2020 06:02:09,10,10,True,612
123,4,1594353730.0,07-10-2020 06:02:10,2,2,True,679
124,4,1594353732.0,07-10-2020 06:02:12,5,5,True,765
125,4,1594353733.0,07-10-2020 06:02:13,4,4,True,87
126,4,1594353734.0,07-10-2020 06:02:14,4,4,True,593
127,4,1594353736.0,07-10-2020 06:02:16,4,4,True,271
128,4,1594353736.0,07-10-2020 06:02:16,1,1,True,338
129,4,1594353736.0,07-10-2020 06:02:16,7,7,True,117
130,4,1594353736.0,07-10-2020 06:02:16,7,7,True,204
131,4,1594353737.0,07-10-2020 06:02:17,7,7,True,705
132,4,1594353739.0,07-10-2020 06:02:19,3,3,True,229
133,4,1594353740.0,07-10-2020 06:02:20,2,2,True,900
134,4,1594353740.0,07-10-2020 06:02:20,5,5,True,148
135,4,1594353741.0,07-10-2020 06:02:21,1,1,True,188
136,4,1594353742.0,07-10-2020 06:02:22,4,4,True,519
137,4,1594353743.0,07-10-2020 06:02:23,1,1,True,412
138,4,1594353745.0,07-10-2020 06:02:25,4,4,True,736
139,4,1594353745.0,07-10-2020 06:02:25,3,3,True,405
140,4,1594353746.0,07-10-2020 06:02:26,1,1,True,743
141,4,1594353749.0,07-10-2020 06:02:29,3,3,True,60
142,4,1594353751.0,07-10-2020 06:02:31,6,6,True,38
143,4,1594353753.0,07-10-2020 06:02:33,7,7,True,808
144,4,1594353755.0,07-10-2020 06:02:35,3,3,False,380
145,4,1594353756.0,07-10-2020 06:02:36,3,3,False,407
146,4,1594353757.0,07-10-2020 06:02:37,7,7,True,300
147,4,1594353758.0,07-10-2020 06:02:38,1,1,True,257
148,4,1594353759.0,07-10-2020 06:02:39,5,5,True,344
149,4,1594353760.0,07-10-2020 06:02:40,2,2,True,278
150,4,1594353760.0,07-10-2020 06:02:40,4,4,True,734
151,4,1594353761.0,07-10-2020 06:02:41,3,3,True,392
152,4,1594353761.0,07-10-2020 06:02:41,5,5,True,233
153,4,1594353761.0,07-10-2020 06:02:41,3,3,True,283
154,4,1594353762.0,07-10-2020 06:02:42,5,5,True,884
155,4,1594353762.0,07-10-2020 06:02:42,3,3,True,315
156,4,1594353763.0,07-10-2020 06:02:43,1,1,True,415
157,4,1594353763.0,07-10-2020 06:02:43,2,2,False,262
158,4,1594353764.0,07-10-2020 06:02:44,6,6,True,213
159,4,1594353764.0,07-10-2020 06:02:44,7,7,True,484
160,4,1594353765.0,07-10-2020 06:02:45,1,1,True,171
161,4,1594353766.0,07-10-2020 06:02:46,3,3,False,366
162,4,1594353768.0,07-10-2020 06:02:48,7,7,True,283
163,4,1594353769.0,07-10-2020 06:02:49,4,4,True,731
164,4,1594353770.0,07-10-2020 06:02:50,7,7,False,852
165,4,1594353772.0,07-10-2020 06:02:52,4,4,True,161
166,4,1594353772.0,07-10-2020 06:02:52,1,1,True,445
167,4,1594353772.0,07-10-2020 06:02:52,6,6,True,699
168,4,1594353775.0,07-10-2020 06:02:55,3,3,True,399
169,4,1594353776.0,07-10-2020 06:02:56,7,7,True,690
170,4,1594353776.0,07-10-2020 06:02:56,4,4,True,561
171,4,1594353777.0,07-10-2020 06:02:57,0,0,True,510
172,4,1594353778.0,07-10-2020 06:02:58,6,6,True,28
173,4,1594353779.0,07-10-2020 06:02:59,7,7,True,573
174,4,1594353780.0,07-10-2020 06:03:00,3,3,True,381
175,4,1594353780.0,07-10-2020 06:03:00,7,7,True,741
176,4,1594353782.0,07-10-2020 06:03:02,6,6,False,431
177,4,1594353783.0,07-10-2020 06:03:03,4,4,True,441
178,4,1594353783.0,07-10-2020 06:03:03,5,5,True,30
179,4,1594353784.0,07-10-2020 06:03:04,4,4,True,46
180,4,1594353785.0,07-10-2020 06:03:05,4,4,True,347
181,4,1594353786.0,07-10-2020 06:03:06,2,2,True,499
182,4,1594353788.0,07-10-2020 06:03:08,3,3,True,404
183,4,1594353790.0,07-10-2020 06:03:10,3,3,True,496
184,4,1594353792.0,07-10-2020 06:03:12,4,4,True,597
185,4,1594353793.0,07-10-2020 06:03:13,3,3,True,13
186,4,1594353793.0,07-10-2020 06:03:13,8,8,True,398
187,4,1594353797.0,07-10-2020 06:03:17,0,0,True,174
188,4,1594353797.0,07-10-2020 06:03:17,1,1,True,397
189,4,1594353797.0,07-10-2020 06:03:17,4,4,True,20
190,4,1594353799.0,07-10-2020 06:03:19,3,3,True,835
191,4,1594353800.0,07-10-2020 06:03:20,6,6,True,772
192,4,1594353801.0,07-10-2020 06:03:21,3,3,True,753
193,4,1594353802.0,07-10-2020 06:03:22,1,1,True,213
194,4,1594353802.0,07-10-2020 06:03:22,0,0,True,676
195,4,1594353802.0,07-10-2020 06:03:22,3,3,True,233
196,4,1594353803.0,07-10-2020 06:03:23,2,2,True,483
197,4,1594353804.0,07-10-2020 06:03:24,0,0,True,240
198,4,1594353804.0,07-10-2020 06:03:24,4,4,True,515
199,4,1594353806.0,07-10-2020 06:03:26,0,0,True,723
200,4,1594353807.0,07-10-2020 06:03:27,4,4,True,553
201,4,1594353807.0,07-10-2020 06:03:27,8,8,True,346
202,4,1594353807.0,07-10-2020 06:03:27,6,6,True,687
203,4,1594353807.0,07-10-2020 06:03:27,3,3,True,106
204,4,1594353808.0,07-10-2020 06:03:28,2,2,True,166
205,4,1594353809.0,07-10-2020 06:03:29,1,1,True,439
206,4,1594353812.0,07-10-2020 06:03:32,8,8,True,706
207,4,1594353812.0,07-10-2020 06:03:32,2,2,True,480
208,4,1594353812.0,07-10-2020 06:03:32,2,2,True,608
209,4,1594353812.0,07-10-2020 06:03:32,6,6,True,326
210,4,1594353812.0,07-10-2020 06:03:32,5,5,True,227
211,4,1594353813.0,07-10-2020 06:03:33,2,2,True,123
212,4,1594353814.0,07-10-2020 06:03:34,5,5,True,618
213,4,1594353815.0,07-10-2020 06:03:35,3,3,True,11
214,4,1594353816.0,07-10-2020 06:03:36,0,0,False,513
215,4,1594353818.0,07-10-2020 06:03:38,2,2,True,260
216,4,1594353819.0,07-10-2020 06:03:39,6,6,True,257
217,4,1594353820.0,07-10-2020 06:03:40,5,5,True,128
218,4,1594353822.0,07-10-2020 06:03:42,2,2,True,554
219,4,1594353822.0,07-10-2020 06:03:42,5,5,True,665
220,4,1594353822.0,07-10-2020 06:03:42,3,3,True,391
221,4,1594353822.0,07-10-2020 06:03:42,2,2,False,336
222,4,1594353822.0,07-10-2020 06:03:42,2,2,True,677
223,4,1594354825.0,07-10-2020 06:20:25,2,2,True,885
224,4,1594354826.0,07-10-2020 06:20:26,2,2,True,700
225,4,1594354827.0,07-10-2020 06:20:27,2,2,True,352
226,4,1594354828.0,07-10-2020 06:20:28,3,3,True,190
227,4,1594354829.0,07-10-2020 06:20:29,5,5,True,853
228,4,1594354832.0,07-10-2020 06:20:32,6,6,True,684
229,4,1594354833.0,07-10-2020 06:20:33,7,7,True,120
230,4,1594354834.0,07-10-2020 06:20:34,2,2,True,549
231,4,1594354837.0,07-10-2020 06:20:37,1,1,True,672
232,4,1594354838.0,07-10-2020 06:20:38,4,4,True,225
233,4,1594354839.0,07-10-2020 06:20:39,10,10,True,129
234,4,1594354840.0,07-10-2020 06:20:40,6,6,True,24
235,4,1594354841.0,07-10-2020 06:20:41,7,7,True,762
236,4,1594354841.0,07-10-2020 06:20:41,0,0,True,75
237,4,1594354842.0,07-10-2020 06:20:42,1,1,True,738
238,4,1594354843.0,07-10-2020 06:20:43,3,3,True,57
239,4,1594354844.0,07-10-2020 06:20:44,3,3,True,428
240,4,1594354844.0,07-10-2020 06:20:44,3,3,True,504
241,4,1594354847.0,07-10-2020 06:20:47,7,7,True,847
242,4,1594354849.0,07-10-2020 06:20:49,2,2,True,210
243,4,1594354849.0,07-10-2020 06:20:49,5,5,True,331
244,4,1594354849.0,07-10-2020 06:20:49,6,6,True,520
245,4,1594354849.0,07-10-2020 06:20:49,3,3,True,596
246,4,1594354851.0,07-10-2020 06:20:51,6,6,True,63
247,4,1594354854.0,07-10-2020 06:20:54,1,1,True,546
248,4,1594354855.0,07-10-2020 06:20:55,2,2,True,410
249,4,1594354856.0,07-10-2020 06:20:56,0,0,True,893
250,4,1594354860.0,07-10-2020 06:21:00,1,1,True,514
251,4,1594354861.0,07-10-2020 06:21:01,5,5,True,756
252,4,1594354862.0,07-10-2020 06:21:02,1,1,True,67
253,4,1594354863.0,07-10-2020 06:21:03,4,4,True,800
254,4,1594354866.0,07-10-2020 06:21:06,1,1,True,445
255,4,1594354868.0,07-10-2020 06:21:08,2,2,True,336
256,4,1594354869.0,07-10-2020 06:21:09,6,6,False,441
257,4,1594354869.0,07-10-2020 06:21:09,3,3,True,101
258,4,1594354870.0,07-10-2020 06:21:10,2,2,True,74
259,4,1594354871.0,07-10-2020 06:21:11,2,2,True,591
260,4,1594354872.0,07-10-2020 06:21:12,7,7,True,283
261,4,1594354873.0,07-10-2020 06:21:13,2,2,True,831
262,4,1594354874.0,07-10-2020 06:21:14,6,6,True,785
263,4,1594354876.0,07-10-2020 06:21:16,6,6,True,504
264,4,1594354878.0,07-10-2020 06:21:18,2,2,True,140
265,4,1594354878.0,07-10-2020 06:21:18,1,1,True,799
266,4,1594354880.0,07-10-2020 06:21:20,2,2,True,299
267,4,1594354880.0,07-10-2020 06:21:20,6,6,True,856
268,4,1594354885.0,07-10-2020 06:21:25,3,3,True,543
269,4,1594354885.0,07-10-2020 06:21:25,1,1,True,513
270,4,1594354887.0,07-10-2020 06:21:27,6,6,True,507
271,4,1594354889.0,07-10-2020 06:21:29,2,2,True,678
272,4,1594354891.0,07-10-2020 06:21:31,8,8,True,580
273,4,1594354893.0,07-10-2020 06:21:33,6,6,False,32
274,4,1594354893.0,07-10-2020 06:21:33,2,2,True,388
275,4,1594354895.0,07-10-2020 06:21:35,4,4,False,420
276,4,1594354896.0,07-10-2020 06:21:36,5,5,True,171
277,4,1594354896.0,07-10-2020 06:21:36,4,4,True,379
278,4,1594354900.0,07-10-2020 06:21:40,2,2,True,560
279,4,1594354902.0,07-10-2020 06:21:42,2,2,True,65
280,4,1594354902.0,07-10-2020 06:21:42,0,0,True,860
281,4,1594354903.0,07-10-2020 06:21:43,2,2,True,473
282,4,1594354905.0,07-10-2020 06:21:45,6,6,True,878
283,4,1594354906.0,07-10-2020 06:21:46,1,1,True,305
284,4,1594354907.0,07-10-2020 06:21:47,1,1,True,330
285,4,1594354908.0,07-10-2020 06:21:48,4,4,True,243
286,4,1594354912.0,07-10-2020 06:21:52,10,10,True,460
287,4,1594354913.0,07-10-2020 06:21:53,6,6,True,127
288,4,1594354916.0,07-10-2020 06:21:56,3,3,True,811
289,4,1594354918.0,07-10-2020 06:21:58,3,3,True,504
290,4,1594354919.0,07-10-2020 06:21:59,1,1,True,432
291,4,1594354920.0,07-10-2020 06:22:00,0,0,True,584
292,4,1594354920.0,07-10-2020 06:22:00,3,3,True,648
293,4,1594354925.0,07-10-2020 06:22:05,6,6,True,52
294,4,1594354925.0,07-10-2020 06:22:05,4,4,True,540
295,4,1594354926.0,07-10-2020 06:22:06,4,4,False,354
296,4,1594354926.0,07-10-2020 06:22:06,5,5,True,31
297,4,1594354927.0,07-10-2020 06:22:07,4,4,False,726
298,4,1594354928.0,07-10-2020 06:22:08,2,2,True,550
299,4,1594354929.0,07-10-2020 06:22:09,7,7,True,76
300,4,1594354931.0,07-10-2020 06:22:11,8,8,True,143
301,4,1594354933.0,07-10-2020 06:22:13,0,0,True,663
302,4,1594354935.0,07-10-2020 06:22:15,4,4,True,737
303,4,1594354935.0,07-10-2020 06:22:15,5,5,True,24
304,4,1594354936.0,07-10-2020 06:22:16,0,0,True,126
305,4,1594354936.0,07-10-2020 06:22:16,1,1,True,3
306,4,1594354936.0,07-10-2020 06:22:16,12,12,True,881
307,4,1594354936.0,07-10-2020 06:22:16,9,9,True,681
308,4,1594354937.0,07-10-2020 06:22:17,8,8,False,707
309,4,1594354940.0,07-10-2020 06:22:20,2,2,True,774
310,4,1594354940.0,07-10-2020 06:22:20,2,2,True,749
311,4,1594354941.0,07-10-2020 06:22:21,4,4,True,473
312,4,1594354942.0,07-10-2020 06:22:22,5,5,True,663
313,4,1594354942.0,07-10-2020 06:22:22,5,5,True,715
314,4,1594354942.0,07-10-2020 06:22:22,4,4,True,802
315,4,1594354942.0,07-10-2020 06:22:22,7,7,True,5
316,4,1594354943.0,07-10-2020 06:22:23,7,7,True,714
317,4,1594354944.0,07-10-2020 06:22:24,9,9,True,11
318,4,1594355924.0,07-10-2020 06:38:44,3,3,True,761
319,4,1594355925.0,07-10-2020 06:38:45,0,0,True,26
320,4,1594355927.0,07-10-2020 06:38:47,5,5,True,70
321,4,1594355927.0,07-10-2020 06:38:47,5,5,True,222
322,4,1594355928.0,07-10-2020 06:38:48,3,3,False,433
323,4,1594355931.0,07-10-2020 06:38:51,3,3,True,296
324,4,1594355932.0,07-10-2020 06:38:52,1,1,True,230
325,4,1594355936.0,07-10-2020 06:38:56,6,6,True,163
326,4,1594355939.0,07-10-2020 06:38:59,5,5,True,116
327,4,1594355939.0,07-10-2020 06:38:59,3,3,True,110
328,4,1594355942.0,07-10-2020 06:39:02,4,4,True,821
329,4,1594355944.0,07-10-2020 06:39:04,1,1,True,97
330,4,1594355944.0,07-10-2020 06:39:04,0,0,True,286
331,4,1594355945.0,07-10-2020 06:39:05,2,2,True,699
332,4,1594355946.0,07-10-2020 06:39:06,6,6,True,245
333,4,1594355948.0,07-10-2020 06:39:08,1,1,True,23
334,4,1594355949.0,07-10-2020 06:39:09,8,8,True,401
335,4,1594355953.0,07-10-2020 06:39:13,0,0,True,395
336,4,1594355957.0,07-10-2020 06:39:17,4,4,True,840
337,4,1594355957.0,07-10-2020 06:39:17,1,1,True,373
338,4,1594355958.0,07-10-2020 06:39:18,5,5,True,726
339,4,1594355959.0,07-10-2020 06:39:19,3,3,True,148
340,4,1594355963.0,07-10-2020 06:39:23,1,1,True,603
341,4,1594355963.0,07-10-2020 06:39:23,3,3,True,568
342,4,1594355964.0,07-10-2020 06:39:24,2,2,True,387
343,4,1594355964.0,07-10-2020 06:39:24,5,5,True,124
344,4,1594355966.0,07-10-2020 06:39:26,2,2,True,443
345,4,1594355967.0,07-10-2020 06:39:27,5,5,True,543
346,4,1594355970.0,07-10-2020 06:39:30,4,4,True,896
347,4,1594355970.0,07-10-2020 06:39:30,4,4,True,141
348,4,1594355971.0,07-10-2020 06:39:31,3,3,True,718
349,4,1594355973.0,07-10-2020 06:39:33,6,6,True,74
350,4,1594355974.0,07-10-2020 06:39:34,7,7,True,318
351,4,1594355975.0,07-10-2020 06:39:35,2,2,True,203
352,4,1594355975.0,07-10-2020 06:39:35,2,2,True,717
353,4,1594355976.0,07-10-2020 06:39:36,5,5,True,400
354,4,1594355976.0,07-10-2020 06:39:36,5,5,True,840
355,4,1594355978.0,07-10-2020 06:39:38,8,8,True,364
356,4,1594355979.0,07-10-2020 06:39:39,1,1,True,695
357,4,1594355980.0,07-10-2020 06:39:40,2,2,True,876
358,4,1594355981.0,07-10-2020 06:39:41,2,2,True,643
359,4,1594355981.0,07-10-2020 06:39:41,5,5,False,537
360,4,1594355981.0,07-10-2020 06:39:41,5,5,True,65
361,4,1594355982.0,07-10-2020 06:39:42,5,5,True,2
362,4,1594355982.0,07-10-2020 06:39:42,2,2,True,259
363,4,1594355983.0,07-10-2020 06:39:43,0,0,True,65
364,4,1594355984.0,07-10-2020 06:39:44,3,3,True,834
365,4,1594355984.0,07-10-2020 06:39:44,8,8,True,263
366,4,1594355985.0,07-10-2020 06:39:45,1,1,True,876
367,4,1594355987.0,07-10-2020 06:39:47,2,2,True,161
368,4,1594355987.0,07-10-2020 06:39:47,4,4,True,404
369,4,1594355987.0,07-10-2020 06:39:47,2,2,True,528
370,4,1594355988.0,07-10-2020 06:39:48,3,3,True,808
371,4,1594355990.0,07-10-2020 06:39:50,8,8,True,355
372,4,1594355991.0,07-10-2020 06:39:51,0,0,True,47
373,4,1594355991.0,07-10-2020 06:39:51,5,5,True,262
374,4,1594355992.0,07-10-2020 06:39:52,5,5,True,330
375,4,1594355995.0,07-10-2020 06:39:55,1,1,True,254
376,4,1594355996.0,07-10-2020 06:39:56,3,3,True,223
377,4,1594355998.0,07-10-2020 06:39:58,2,2,True,196
378,4,1594356000.0,07-10-2020 06:40:00,5,5,True,889
379,4,1594356001.0,07-10-2020 06:40:01,7,7,True,725
380,4,1594356003.0,07-10-2020 06:40:03,3,3,True,572
381,4,1594356005.0,07-10-2020 06:40:05,7,7,True,100
382,4,1594356005.0,07-10-2020 06:40:05,3,3,True,643
383,4,1594356006.0,07-10-2020 06:40:06,3,3,True,83
384,4,1594356007.0,07-10-2020 06:40:07,1,1,True,498
385,4,1594356008.0,07-10-2020 06:40:08,1,1,True,116
386,4,1594356010.0,07-10-2020 06:40:10,1,1,True,672
387,4,1594356010.0,07-10-2020 06:40:10,1,1,True,683
388,4,1594356011.0,07-10-2020 06:40:11,4,4,True,312
389,4,1594356011.0,07-10-2020 06:40:11,0,0,True,473
390,4,1594356012.0,07-10-2020 06:40:12,2,2,True,549
391,4,1594356015.0,07-10-2020 06:40:15,2,2,True,835
392,4,1594356015.0,07-10-2020 06:40:15,14,14,True,749
393,4,1594356016.0,07-10-2020 06:40:16,5,5,True,619
394,4,1594356016.0,07-10-2020 06:40:16,2,2,True,363
395,4,1594356017.0,07-10-2020 06:40:17,8,8,True,681
396,4,1594356020.0,07-10-2020 06:40:20,4,4,True,696
397,4,1594356020.0,07-10-2020 06:40:20,4,4,True,845
398,4,1594356024.0,07-10-2020 06:40:24,4,4,True,679
399,4,1594356024.0,07-10-2020 06:40:24,7,7,True,459
400,4,1594356025.0,07-10-2020 06:40:25,0,0,True,674
401,4,1594356027.0,07-10-2020 06:40:27,4,4,True,146
402,4,1594356030.0,07-10-2020 06:40:30,3,3,True,62
403,4,1594356031.0,07-10-2020 06:40:31,1,1,True,742
404,4,1594356031.0,07-10-2020 06:40:31,5,5,True,160
405,4,1594356031.0,07-10-2020 06:40:31,4,4,True,314
406,4,1594356033.0,07-10-2020 06:40:33,2,2,True,37
407,4,1594356034.0,07-10-2020 06:40:34,3,3,True,731
408,4,1594356037.0,07-10-2020 06:40:37,0,0,True,501
409,4,1594356039.0,07-10-2020 06:40:39,2,2,True,269
410,4,1594356040.0,07-10-2020 06:40:40,7,7,True,795
411,4,1594356042.0,07-10-2020 06:40:42,2,2,True,894
412,4,1594356044.0,07-10-2020 06:40:44,8,8,True,869
413,4,1594356045.0,07-10-2020 06:40:45,6,6,True,237
414,4,1594356047.0,07-10-2020 06:40:47,0,0,True,4
415,4,1594356048.0,07-10-2020 06:40:48,2,2,True,765
416,4,1594356048.0,07-10-2020 06:40:48,5,5,True,346
417,4,1594356049.0,07-10-2020 06:40:49,1,1,True,10
418,4,1594356051.0,07-10-2020 06:40:51,2,2,True,265
419,4,1594356053.0,07-10-2020 06:40:53,2,2,True,340
420,4,1594356053.0,07-10-2020 06:40:53,5,5,True,181
421,4,1594356055.0,07-10-2020 06:40:55,3,3,True,152
422,4,1594356058.0,07-10-2020 06:40:58,0,0,True,545
423,4,1594356062.0,07-10-2020 06:41:02,4,4,True,75
424,4,1594356062.0,07-10-2020 06:41:02,1,1,True,217
425,4,1594356062.0,07-10-2020 06:41:02,7,7,True,484
426,4,1594356062.0,07-10-2020 06:41:02,5,5,True,190
427,4,1594356062.0,07-10-2020 06:41:02,5,5,True,592
428,4,1594357030.0,07-10-2020 06:57:10,0,0,True,810
429,4,1594357031.0,07-10-2020 06:57:11,4,4,True,374
430,4,1594357033.0,07-10-2020 06:57:13,2,2,True,718
431,4,1594357033.0,07-10-2020 06:57:13,5,5,True,551
432,4,1594357037.0,07-10-2020 06:57:17,4,4,True,115
433,4,1594357041.0,07-10-2020 06:57:21,7,7,True,630
434,4,1594357041.0,07-10-2020 06:57:21,2,2,True,818
435,4,1594357041.0,07-10-2020 06:57:21,0,0,True,95
