identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total
55,1590638450,05-28-2020 06:00:50,5,1,5
56,1590638451,05-28-2020 06:00:51,1,1,1
57,1590638451,05-28-2020 06:00:51,2,1,2
58,1590638451,05-28-2020 06:00:51,1,1,1
59,1590638452,05-28-2020 06:00:52,3,1,3
60,1590638452,05-28-2020 06:00:52,8,1,8
61,1590638453,05-28-2020 06:00:53,1,1,1
62,1590638454,05-28-2020 06:00:54,2,1,2
63,1590638455,05-28-2020 06:00:55,5,1,5
64,1590638455,05-28-2020 06:00:55,1,1,1
65,1590638456,05-28-2020 06:00:56,6,1,6
66,1590638456,05-28-2020 06:00:56,3,1,3
67,1590638457,05-28-2020 06:00:57,0,1,0
68,1590638457,05-28-2020 06:00:57,7,1,7
69,1590638457,05-28-2020 06:00:57,3,1,3
70,1590638457,05-28-2020 06:00:57,2,1,2
71,1590638459,05-28-2020 06:00:59,1,1,1
72,1590638460,05-28-2020 06:01:00,4,1,4
73,1590638462,05-28-2020 06:01:02,5,1,5
74,1590638464,05-28-2020 06:01:04,3,1,3
75,1590638467,05-28-2020 06:01:07,1,1,1
76,1590638469,05-28-2020 06:01:09,4,1,4
77,1590638470,05-28-2020 06:01:10,3,1,3
78,1590638471,05-28-2020 06:01:11,0,1,0
79,1590638472,05-28-2020 06:01:12,7,1,7
80,1590638473,05-28-2020 06:01:13,2,1,2
81,1590638473,05-28-2020 06:01:13,2,1,2
82,1590638473,05-28-2020 06:01:13,5,1,5
83,1590638473,05-28-2020 06:01:13,6,1,6
84,1590638474,05-28-2020 06:01:14,1,1,1
85,1590638477,05-28-2020 06:01:17,1,1,1
86,1590638477,05-28-2020 06:01:17,3,1,3
87,1590638477,05-28-2020 06:01:17,1,1,1
88,1590638479,05-28-2020 06:01:19,2,1,2
89,1590638479,05-28-2020 06:01:19,7,1,7
90,1590638481,05-28-2020 06:01:21,2,1,2
91,1590638484,05-28-2020 06:01:24,5,1,5
92,1590638488,05-28-2020 06:01:28,0,1,0
93,1590638488,05-28-2020 06:01:28,3,1,3
94,1590638488,05-28-2020 06:01:28,2,1,2
95,1590638488,05-28-2020 06:01:28,3,1,3
96,1590638489,05-28-2020 06:01:29,2,1,2
97,1590638491,05-28-2020 06:01:31,2,1,2
98,1590638491,05-28-2020 06:01:31,7,1,7
99,1590638493,05-28-2020 06:01:33,1,1,1
100,1590639526,05-28-2020 06:18:46,3,1,3
101,1590639526,05-28-2020 06:18:46,3,1,3
102,1590639526,05-28-2020 06:18:46,4,1,4
103,1590639527,05-28-2020 06:18:47,1,1,1
104,1590639529,05-28-2020 06:18:49,2,1,2
105,1590639530,05-28-2020 06:18:50,6,1,6
106,1590639532,05-28-2020 06:18:52,2,1,2
107,1590639533,05-28-2020 06:18:53,2,1,2
108,1590639533,05-28-2020 06:18:53,1,1,1
109,1590639534,05-28-2020 06:18:54,1,1,1
110,1590639535,05-28-2020 06:18:55,3,1,3
111,1590639535,05-28-2020 06:18:55,6,1,6
112,1590639536,05-28-2020 06:18:56,6,1,6
113,1590639536,05-28-2020 06:18:56,5,1,5
114,1590639536,05-28-2020 06:18:56,3,1,3
115,1590640556,05-28-2020 06:35:56,5,1,5
116,1590640559,05-28-2020 06:35:59,1,1,1
117,1590640559,05-28-2020 06:35:59,4,1,4
118,1590640559,05-28-2020 06:35:59,3,1,3
119,1590640561,05-28-2020 06:36:01,1,1,1
120,1590640561,05-28-2020 06:36:01,0,1,0
121,1590640562,05-28-2020 06:36:02,4,1,4
122,1590640566,05-28-2020 06:36:06,2,1,2
123,1590640568,05-28-2020 06:36:08,1,1,1
124,1590640569,05-28-2020 06:36:09,9,1,9
125,1590640572,05-28-2020 06:36:12,5,1,5
126,1590640573,05-28-2020 06:36:13,0,1,0
127,1590640574,05-28-2020 06:36:14,6,1,6
128,1590640575,05-28-2020 06:36:15,7,1,7
129,1590640576,05-28-2020 06:36:16,6,1,6
130,1590640577,05-28-2020 06:36:17,4,1,4
131,1590640577,05-28-2020 06:36:17,2,1,2
132,1590640578,05-28-2020 06:36:18,2,1,2
133,1590640579,05-28-2020 06:36:19,8,1,8
134,1590640580,05-28-2020 06:36:20,0,1,0
135,1590640580,05-28-2020 06:36:20,7,1,7
136,1590640581,05-28-2020 06:36:21,8,1,8
137,1590640582,05-28-2020 06:36:22,3,1,3
138,1590640582,05-28-2020 06:36:22,6,1,6
139,1590640584,05-28-2020 06:36:24,1,1,1
140,1590640584,05-28-2020 06:36:24,3,1,3
141,1590640584,05-28-2020 06:36:24,3,1,3
142,1590640585,05-28-2020 06:36:25,6,1,6
143,1590640587,05-28-2020 06:36:27,2,1,2
144,1590640587,05-28-2020 06:36:27,0,1,0
145,1590640587,05-28-2020 06:36:27,6,1,6
146,1590640587,05-28-2020 06:36:27,1,1,1
147,1590640589,05-28-2020 06:36:29,4,1,4
148,1590640589,05-28-2020 06:36:29,1,1,1
149,1590640589,05-28-2020 06:36:29,11,1,11
150,1590640591,05-28-2020 06:36:31,5,1,5
151,1590640593,05-28-2020 06:36:33,2,1,2
152,1590640596,05-28-2020 06:36:36,1,1,1
153,1590640596,05-28-2020 06:36:36,1,1,1
154,1590640598,05-28-2020 06:36:38,1,1,1
155,1590640600,05-28-2020 06:36:40,3,1,3
156,1590640600,05-28-2020 06:36:40,7,1,7
157,1590640601,05-28-2020 06:36:41,1,1,1
158,1590640602,05-28-2020 06:36:42,4,1,4
159,1590640602,05-28-2020 06:36:42,8,1,8
160,1590640604,05-28-2020 06:36:44,3,1,3
161,1590640605,05-28-2020 06:36:45,10,1,10
162,1590640605,05-28-2020 06:36:45,3,1,3
163,1590640606,05-28-2020 06:36:46,9,1,9
164,1590640606,05-28-2020 06:36:46,1,1,1
165,1590640606,05-28-2020 06:36:46,4,1,4
166,1590640607,05-28-2020 06:36:47,5,1,5
167,1590640608,05-28-2020 06:36:48,2,1,2
168,1590640609,05-28-2020 06:36:49,1,1,1
169,1590640610,05-28-2020 06:36:50,2,1,2
170,1590640610,05-28-2020 06:36:50,2,1,2
171,1590640612,05-28-2020 06:36:52,2,1,2
172,1590640612,05-28-2020 06:36:52,3,1,3
173,1590640613,05-28-2020 06:36:53,3,1,3
174,1590640614,05-28-2020 06:36:54,7,1,7
175,1590640614,05-28-2020 06:36:54,4,1,4
176,1590640614,05-28-2020 06:36:54,2,1,2
177,1590640615,05-28-2020 06:36:55,6,1,6
178,1590640616,05-28-2020 06:36:56,4,1,4
179,1590640620,05-28-2020 06:37:00,3,1,3
180,1590640623,05-28-2020 06:37:03,5,1,5
181,1590640625,05-28-2020 06:37:05,8,1,8
182,1590640625,05-28-2020 06:37:05,7,1,7
183,1590640625,05-28-2020 06:37:05,0,1,0
184,1590640626,05-28-2020 06:37:06,7,1,7
185,1590640627,05-28-2020 06:37:07,5,1,5
186,1590640628,05-28-2020 06:37:08,1,1,1
187,1590640629,05-28-2020 06:37:09,5,1,5
188,1590640631,05-28-2020 06:37:11,12,1,12
189,1590640632,05-28-2020 06:37:12,3,1,3
190,1590640632,05-28-2020 06:37:12,3,1,3
191,1590640632,05-28-2020 06:37:12,1,1,1
192,1590640632,05-28-2020 06:37:12,4,1,4
193,1590640632,05-28-2020 06:37:12,4,1,4
194,1590640636,05-28-2020 06:37:16,10,1,10
195,1590640638,05-28-2020 06:37:18,0,1,0
196,1590640639,05-28-2020 06:37:19,0,1,0
197,1590640640,05-28-2020 06:37:20,3,1,3
198,1590640640,05-28-2020 06:37:20,4,1,4
199,1590640642,05-28-2020 06:37:22,5,1,5
200,1590640647,05-28-2020 06:37:27,6,1,6
201,1590640647,05-28-2020 06:37:27,2,1,2
202,1590640650,05-28-2020 06:37:30,0,1,0
203,1590640652,05-28-2020 06:37:32,3,1,3
204,1590640653,05-28-2020 06:37:33,2,1,2
205,1590640654,05-28-2020 06:37:34,2,1,2
206,1590640654,05-28-2020 06:37:34,5,1,5
207,1590640657,05-28-2020 06:37:37,2,1,2
208,1590640657,05-28-2020 06:37:37,5,1,5
209,1590640657,05-28-2020 06:37:37,4,1,4
210,1590640657,05-28-2020 06:37:37,2,1,2
211,1590640659,05-28-2020 06:37:39,6,1,6
212,1590640660,05-28-2020 06:37:40,5,1,5
213,1590640660,05-28-2020 06:37:40,5,1,5
214,1590640662,05-28-2020 06:37:42,1,1,1
215,1590640663,05-28-2020 06:37:43,8,1,8
216,1590640663,05-28-2020 06:37:43,2,1,2
217,1590640663,05-28-2020 06:37:43,1,1,1
218,1590640663,05-28-2020 06:37:43,0,1,0
219,1590640664,05-28-2020 06:37:44,0,1,0
220,1590640665,05-28-2020 06:37:45,3,1,3
221,1590640665,05-28-2020 06:37:45,3,1,3
222,1590640665,05-28-2020 06:37:45,1,1,1
223,1590640667,05-28-2020 06:37:47,4,1,4
224,1590640669,05-28-2020 06:37:49,2,1,2
225,1590640670,05-28-2020 06:37:50,2,1,2
226,1590640672,05-28-2020 06:37:52,3,1,3
227,1590640673,05-28-2020 06:37:53,1,1,1
228,1590640673,05-28-2020 06:37:53,6,1,6
229,1590640675,05-28-2020 06:37:55,6,1,6
230,1590640675,05-28-2020 06:37:55,2,1,2
231,1590640676,05-28-2020 06:37:56,2,1,2
232,1590640676,05-28-2020 06:37:56,0,1,0
233,1590640678,05-28-2020 06:37:58,1,1,1
234,1590640678,05-28-2020 06:37:58,7,1,7
235,1590640678,05-28-2020 06:37:58,6,1,6
236,1590640680,05-28-2020 06:38:00,1,1,1
237,1590640682,05-28-2020 06:38:02,6,1,6
238,1590640682,05-28-2020 06:38:02,7,1,7
239,1590640683,05-28-2020 06:38:03,1,1,1
240,1590640685,05-28-2020 06:38:05,6,1,6
241,1590640685,05-28-2020 06:38:05,1,1,1
242,1590640687,05-28-2020 06:38:07,4,1,4
243,1590640688,05-28-2020 06:38:08,3,1,3
244,1590640689,05-28-2020 06:38:09,1,1,1
245,1590640689,05-28-2020 06:38:09,1,1,1
246,1590640690,05-28-2020 06:38:10,11,1,11
247,1590640691,05-28-2020 06:38:11,7,1,7
248,1590640693,05-28-2020 06:38:13,3,1,3
249,1590640694,05-28-2020 06:38:14,0,1,0
250,1590640696,05-28-2020 06:38:16,10,1,10
251,1590640697,05-28-2020 06:38:17,6,1,6
252,1590640697,05-28-2020 06:38:17,6,1,6
253,1590640700,05-28-2020 06:38:20,4,1,4
254,1590640700,05-28-2020 06:38:20,2,1,2
255,1590640701,05-28-2020 06:38:21,3,1,3
256,1590640702,05-28-2020 06:38:22,0,1,0
257,1590640702,05-28-2020 06:38:22,6,1,6
258,1590640702,05-28-2020 06:38:22,1,1,1
259,1590640703,05-28-2020 06:38:23,6,1,6
260,1590640705,05-28-2020 06:38:25,2,1,2
261,1590640705,05-28-2020 06:38:25,1,1,1
262,1590640706,05-28-2020 06:38:26,3,1,3
263,1590640707,05-28-2020 06:38:27,3,1,3
264,1590640708,05-28-2020 06:38:28,0,1,0
265,1590640708,05-28-2020 06:38:28,6,1,6
266,1590640710,05-28-2020 06:38:30,3,1,3
267,1590640711,05-28-2020 06:38:31,1,1,1
268,1590640712,05-28-2020 06:38:32,0,1,0
269,1590640712,05-28-2020 06:38:32,3,1,3
270,1590641683,05-28-2020 06:54:43,2,1,2
271,1590641683,05-28-2020 06:54:43,4,1,4
272,1590641684,05-28-2020 06:54:44,1,1,1
273,1590641686,05-28-2020 06:54:46,4,1,4
274,1590641687,05-28-2020 06:54:47,0,1,0
275,1590641689,05-28-2020 06:54:49,5,1,5
276,1590641689,05-28-2020 06:54:49,7,1,7
277,1590641690,05-28-2020 06:54:50,2,1,2
278,1590641694,05-28-2020 06:54:54,4,1,4
279,1590641695,05-28-2020 06:54:55,5,1,5
280,1590641695,05-28-2020 06:54:55,3,1,3
281,1590641698,05-28-2020 06:54:58,4,1,4
282,1590641698,05-28-2020 06:54:58,2,1,2
283,1590641699,05-28-2020 06:54:59,2,1,2
284,1590641700,05-28-2020 06:55:00,3,1,3
285,1590641702,05-28-2020 06:55:02,5,1,5
286,1590641702,05-28-2020 06:55:02,1,1,1
287,1590641704,05-28-2020 06:55:04,3,1,3
288,1590641704,05-28-2020 06:55:04,3,1,3
289,1590641704,05-28-2020 06:55:04,1,1,1
290,1590641706,05-28-2020 06:55:06,1,1,1
291,1590641707,05-28-2020 06:55:07,2,1,2
292,1590641707,05-28-2020 06:55:07,2,1,2
293,1590641709,05-28-2020 06:55:09,10,1,10
294,1590641710,05-28-2020 06:55:10,5,1,5
295,1590641712,05-28-2020 06:55:12,8,1,8
296,1590641713,05-28-2020 06:55:13,8,1,8
297,1590641713,05-28-2020 06:55:13,1,1,1
298,1590641714,05-28-2020 06:55:14,11,1,11
299,1590641714,05-28-2020 06:55:14,1,1,1
300,1590641715,05-28-2020 06:55:15,4,1,4
301,1590641716,05-28-2020 06:55:16,4,1,4
302,1590641718,05-28-2020 06:55:18,5,1,5
303,1590641720,05-28-2020 06:55:20,4,1,4
304,1590641720,05-28-2020 06:55:20,3,1,3
305,1590641721,05-28-2020 06:55:21,0,1,0
306,1590641722,05-28-2020 06:55:22,5,1,5
307,1590641722,05-28-2020 06:55:22,4,1,4
308,1590641723,05-28-2020 06:55:23,2,1,2
309,1590641723,05-28-2020 06:55:23,6,1,6
310,1590641723,05-28-2020 06:55:23,9,1,9
311,1590641724,05-28-2020 06:55:24,2,1,2
312,1590641724,05-28-2020 06:55:24,12,1,12
313,1590641724,05-28-2020 06:55:24,1,1,1
314,1590641725,05-28-2020 06:55:25,2,1,2
315,1590641725,05-28-2020 06:55:25,2,1,2
316,1590641726,05-28-2020 06:55:26,5,1,5
317,1590641727,05-28-2020 06:55:27,1,1,1
318,1590641730,05-28-2020 06:55:30,5,1,5
319,1590641730,05-28-2020 06:55:30,0,1,0
320,1590641731,05-28-2020 06:55:31,2,1,2
321,1590641732,05-28-2020 06:55:32,6,1,6
322,1590641733,05-28-2020 06:55:33,5,1,5
323,1590641736,05-28-2020 06:55:36,4,1,4
324,1590641736,05-28-2020 06:55:36,1,1,1
325,1590641737,05-28-2020 06:55:37,0,1,0
326,1590641738,05-28-2020 06:55:38,7,1,7
327,1590641740,05-28-2020 06:55:40,5,1,5
328,1590641742,05-28-2020 06:55:42,3,1,3
329,1590641744,05-28-2020 06:55:44,0,1,0
330,1590641746,05-28-2020 06:55:46,3,1,3
331,1590641746,05-28-2020 06:55:46,3,1,3
332,1590641746,05-28-2020 06:55:46,2,1,2
333,1590641746,05-28-2020 06:55:46,7,1,7
334,1590641747,05-28-2020 06:55:47,1,1,1
335,1590641747,05-28-2020 06:55:47,4,1,4
336,1590641749,05-28-2020 06:55:49,8,1,8
337,1590641750,05-28-2020 06:55:50,5,1,5
338,1590641750,05-28-2020 06:55:50,4,1,4
339,1590641751,05-28-2020 06:55:51,1,1,1
340,1590641753,05-28-2020 06:55:53,0,1,0
341,1590641756,05-28-2020 06:55:56,2,1,2
342,1590641756,05-28-2020 06:55:56,5,1,5
343,1590641757,05-28-2020 06:55:57,6,1,6
344,1590641760,05-28-2020 06:56:00,2,1,2
345,1590641760,05-28-2020 06:56:00,2,1,2
346,1590641762,05-28-2020 06:56:02,5,1,5
347,1590641763,05-28-2020 06:56:03,0,1,0
348,1590641765,05-28-2020 06:56:05,4,1,4
349,1590641767,05-28-2020 06:56:07,3,1,3
350,1590641767,05-28-2020 06:56:07,7,1,7
351,1590641769,05-28-2020 06:56:09,11,1,11
352,1590641771,05-28-2020 06:56:11,1,1,1
353,1590641772,05-28-2020 06:56:12,4,1,4
354,1590641774,05-28-2020 06:56:14,3,1,3
355,1590641776,05-28-2020 06:56:16,0,1,0
356,1590641777,05-28-2020 06:56:17,3,1,3
357,1590641777,05-28-2020 06:56:17,0,1,0
358,1590641777,05-28-2020 06:56:17,4,1,4
359,1590641777,05-28-2020 06:56:17,0,1,0
360,1590641777,05-28-2020 06:56:17,6,1,6
361,1590641778,05-28-2020 06:56:18,8,1,8
362,1590641779,05-28-2020 06:56:19,6,1,6
363,1590641779,05-28-2020 06:56:19,3,1,3
364,1590641779,05-28-2020 06:56:19,7,1,7
365,1590641780,05-28-2020 06:56:20,4,1,4
366,1590641783,05-28-2020 06:56:23,3,1,3
367,1590641784,05-28-2020 06:56:24,0,1,0
368,1590641786,05-28-2020 06:56:26,0,1,0
369,1590641787,05-28-2020 06:56:27,3,1,3
370,1590641793,05-28-2020 06:56:33,1,1,1
371,1590641793,05-28-2020 06:56:33,5,1,5
372,1590641793,05-28-2020 06:56:33,10,1,10
373,1590641794,05-28-2020 06:56:34,4,1,4
374,1590641795,05-28-2020 06:56:35,3,1,3
375,1590641795,05-28-2020 06:56:35,5,1,5
376,1590641797,05-28-2020 06:56:37,1,1,1
377,1590641797,05-28-2020 06:56:37,1,1,1
378,1590641798,05-28-2020 06:56:38,1,1,1
379,1590641798,05-28-2020 06:56:38,6,1,6
380,1590641799,05-28-2020 06:56:39,5,1,5
381,1590641799,05-28-2020 06:56:39,4,1,4
382,1590641800,05-28-2020 06:56:40,1,1,1
383,1590641800,05-28-2020 06:56:40,3,1,3
384,1590641800,05-28-2020 06:56:40,4,1,4
385,1590641801,05-28-2020 06:56:41,3,1,3
386,1590641802,05-28-2020 06:56:42,2,1,2
387,1590641803,05-28-2020 06:56:43,5,1,5
388,1590641803,05-28-2020 06:56:43,3,1,3
389,1590641804,05-28-2020 06:56:44,2,1,2
390,1590641805,05-28-2020 06:56:45,5,1,5
391,1590641805,05-28-2020 06:56:45,4,1,4
392,1590641805,05-28-2020 06:56:45,7,1,7
393,1590641805,05-28-2020 06:56:45,1,1,1
394,1590641807,05-28-2020 06:56:47,6,1,6
395,1590641808,05-28-2020 06:56:48,6,1,6
396,1590641809,05-28-2020 06:56:49,2,1,2
397,1590641809,05-28-2020 06:56:49,3,1,3
398,1590641810,05-28-2020 06:56:50,10,1,10
399,1590641811,05-28-2020 06:56:51,3,1,3
400,1590641813,05-28-2020 06:56:53,0,1,0
401,1590641814,05-28-2020 06:56:54,4,1,4
402,1590641815,05-28-2020 06:56:55,3,1,3
403,1590641816,05-28-2020 06:56:56,4,1,4
404,1590641817,05-28-2020 06:56:57,7,1,7
405,1590641818,05-28-2020 06:56:58,13,1,13
406,1590641820,05-28-2020 06:57:00,0,1,0
407,1590641820,05-28-2020 06:57:00,7,1,7
408,1590641821,05-28-2020 06:57:01,4,1,4
409,1590641824,05-28-2020 06:57:04,4,1,4
410,1590641824,05-28-2020 06:57:04,11,1,11
411,1590641825,05-28-2020 06:57:05,5,1,5
412,1590641826,05-28-2020 06:57:06,4,1,4
413,1590641826,05-28-2020 06:57:06,4,1,4
414,1590641826,05-28-2020 06:57:06,6,1,6
415,1590641827,05-28-2020 06:57:07,9,1,9
416,1590641828,05-28-2020 06:57:08,8,1,8
417,1590641828,05-28-2020 06:57:08,0,1,0
418,1590641829,05-28-2020 06:57:09,0,1,0
419,1590641831,05-28-2020 06:57:11,0,1,0
420,1590641831,05-28-2020 06:57:11,4,1,4
421,1590641831,05-28-2020 06:57:11,5,1,5
422,1590641832,05-28-2020 06:57:12,3,1,3
423,1590641832,05-28-2020 06:57:12,6,1,6
424,1590641832,05-28-2020 06:57:12,5,1,5
425,1590641834,05-28-2020 06:57:14,4,1,4
426,1590641835,05-28-2020 06:57:15,0,1,0
427,1590641836,05-28-2020 06:57:16,0,1,0
428,1590641837,05-28-2020 06:57:17,1,1,1
429,1590641838,05-28-2020 06:57:18,7,1,7
430,1590641839,05-28-2020 06:57:19,6,1,6
431,1590641839,05-28-2020 06:57:19,1,1,1
432,1590641841,05-28-2020 06:57:21,3,1,3
433,1590641843,05-28-2020 06:57:23,8,1,8
434,1590641845,05-28-2020 06:57:25,3,1,3
435,1590641847,05-28-2020 06:57:27,0,1,0
436,1590641847,05-28-2020 06:57:27,5,1,5
437,1590641850,05-28-2020 06:57:30,4,1,4
438,1590641851,05-28-2020 06:57:31,9,1,9
439,1590641852,05-28-2020 06:57:32,1,1,1
440,1590641855,05-28-2020 06:57:35,1,1,1
441,1590641857,05-28-2020 06:57:37,7,1,7
442,1590641860,05-28-2020 06:57:40,2,1,2
443,1590641861,05-28-2020 06:57:41,3,1,3
444,1590641862,05-28-2020 06:57:42,2,1,2
445,1590641863,05-28-2020 06:57:43,3,1,3
446,1590641864,05-28-2020 06:57:44,3,1,3
447,1590641865,05-28-2020 06:57:45,4,1,4
448,1590641867,05-28-2020 06:57:47,5,1,5
449,1590641868,05-28-2020 06:57:48,2,1,2
450,1590641869,05-28-2020 06:57:49,0,1,0
451,1590641870,05-28-2020 06:57:50,2,1,2
452,1590641872,05-28-2020 06:57:52,3,1,3
453,1590641872,05-28-2020 06:57:52,1,1,1
454,1590641872,05-28-2020 06:57:52,2,1,2
455,1590641872,05-28-2020 06:57:52,2,1,2
456,1590641874,05-28-2020 06:57:54,4,1,4
457,1590641875,05-28-2020 06:57:55,5,1,5
458,1590641876,05-28-2020 06:57:56,2,1,2
459,1590641876,05-28-2020 06:57:56,10,1,10
460,1590641878,05-28-2020 06:57:58,8,1,8
461,1590641880,05-28-2020 06:58:00,3,1,3
462,1590641880,05-28-2020 06:58:00,4,1,4
463,1590641882,05-28-2020 06:58:02,1,1,1
464,1590641884,05-28-2020 06:58:04,2,1,2
465,1590641885,05-28-2020 06:58:05,4,1,4
466,1590641886,05-28-2020 06:58:06,11,1,11
467,1590641891,05-28-2020 06:58:11,2,1,2
468,1590641891,05-28-2020 06:58:11,2,1,2
469,1590641891,05-28-2020 06:58:11,3,1,3
470,1590641893,05-28-2020 06:58:13,1,1,1
471,1590641894,05-28-2020 06:58:14,1,1,1
472,1590641894,05-28-2020 06:58:14,7,1,7
473,1590641897,05-28-2020 06:58:17,5,1,5
474,1590641898,05-28-2020 06:58:18,1,1,1
475,1590641899,05-28-2020 06:58:19,4,1,4
476,1590641902,05-28-2020 06:58:22,3,1,3
477,1590641902,05-28-2020 06:58:22,4,1,4
478,1590641903,05-28-2020 06:58:23,6,1,6
479,1590641904,05-28-2020 06:58:24,0,1,0
480,1590641905,05-28-2020 06:58:25,2,1,2
481,1590641905,05-28-2020 06:58:25,4,1,4
482,1590641906,05-28-2020 06:58:26,5,1,5
483,1590641908,05-28-2020 06:58:28,4,1,4
484,1590641909,05-28-2020 06:58:29,1,1,1
485,1590641911,05-28-2020 06:58:31,1,1,1
486,1590641914,05-28-2020 06:58:34,12,1,12
487,1590641914,05-28-2020 06:58:34,4,1,4
488,1590641916,05-28-2020 06:58:36,3,1,3
489,1590641917,05-28-2020 06:58:37,9,1,9
490,1590641918,05-28-2020 06:58:38,9,1,9
491,1590641920,05-28-2020 06:58:40,3,1,3
492,1590641922,05-28-2020 06:58:42,5,1,5
493,1590641923,05-28-2020 06:58:43,4,1,4
494,1590641926,05-28-2020 06:58:46,0,1,0
495,1590641926,05-28-2020 06:58:46,6,1,6
496,1590641926,05-28-2020 06:58:46,0,1,0
497,1590641929,05-28-2020 06:58:49,0,1,0
498,1590641931,05-28-2020 06:58:51,5,1,5
499,1590641933,05-28-2020 06:58:53,15,1,15
500,1590641933,05-28-2020 06:58:53,3,1,3
501,1590641933,05-28-2020 06:58:53,8,1,8
502,1590641934,05-28-2020 06:58:54,1,1,1
503,1590641934,05-28-2020 06:58:54,5,1,5
504,1590641935,05-28-2020 06:58:55,3,1,3
505,1590641936,05-28-2020 06:58:56,2,1,2
506,1590641937,05-28-2020 06:58:57,1,1,1
507,1590641941,05-28-2020 06:59:01,7,1,7
508,1590641941,05-28-2020 06:59:01,1,1,1
509,1590641941,05-28-2020 06:59:01,11,1,11
510,1590641942,05-28-2020 06:59:02,9,1,9
511,1590641943,05-28-2020 06:59:03,6,1,6
512,1590641945,05-28-2020 06:59:05,3,1,3
513,1590641946,05-28-2020 06:59:06,4,1,4
514,1590641946,05-28-2020 06:59:06,5,1,5
515,1590641946,05-28-2020 06:59:06,5,1,5
516,1590641948,05-28-2020 06:59:08,5,1,5
517,1590641949,05-28-2020 06:59:09,2,1,2
518,1590641949,05-28-2020 06:59:09,6,1,6
519,1590641949,05-28-2020 06:59:09,5,1,5
520,1590641950,05-28-2020 06:59:10,2,1,2
521,1590641951,05-28-2020 06:59:11,2,1,2
522,1590641954,05-28-2020 06:59:14,11,1,11
523,1590641956,05-28-2020 06:59:16,0,1,0
524,1590641956,05-28-2020 06:59:16,2,1,2
525,1590641957,05-28-2020 06:59:17,0,1,0
526,1590641959,05-28-2020 06:59:19,3,1,3
527,1590641959,05-28-2020 06:59:19,5,1,5
528,1590641961,05-28-2020 06:59:21,6,1,6
529,1590641961,05-28-2020 06:59:21,6,1,6
530,1590641963,05-28-2020 06:59:23,3,1,3
531,1590641963,05-28-2020 06:59:23,2,1,2
532,1590641963,05-28-2020 06:59:23,1,1,1
533,1590641964,05-28-2020 06:59:24,4,1,4
534,1590641964,05-28-2020 06:59:24,2,1,2
535,1590641964,05-28-2020 06:59:24,1,1,1
